chrom	chrom_key	start	end	window_length	ALE-RETROFIT_bp	ALE-RETROFIT_density	BIANCA_bp	BIANCA_density	IVANA-ORYCO_bp	IVANA-ORYCO_density	SIRE_bp	SIRE_density	TAR-TORK_bp	TAR-TORK_density	Unknown_bp	Unknown_density	GENE_bp	GENE_density
CP002685.1	1	6200000	7200000	1000000	42785	0.042785	10318	0.010318	5116	0.005116	550	0.00055	11309	0.011309	7214	0.007214	3116191	3.116191
CP002685.1	1	6300000	7300000	1000000	47325	0.047325	9699	0.009699	5731	0.005731	550	0.00055	11622	0.011622	7352	0.007352	3110559	3.110559
CP002685.1	1	6400000	7400000	1000000	49144	0.049144	14500	0.0145	7004	0.007004	0	0.0	11622	0.011622	7676	0.007676	3103502	3.103502
CP002685.1	1	6500000	7500000	1000000	40212	0.040212	14500	0.0145	7004	0.007004	0	0.0	5986	0.005986	6693	0.006693	3177053	3.177053
CP002685.1	1	6600000	7600000	1000000	36104	0.036104	9712	0.009712	8037	0.008037	0	0.0	5986	0.005986	6027	0.006027	3206077	3.206077
CP002685.1	1	6700000	7700000	1000000	35674	0.035674	9712	0.009712	10283	0.010283	0	0.0	5846	0.005846	5812	0.005812	3219610	3.21961
CP002685.1	1	6800000	7800000	1000000	29464	0.029464	4912	0.004912	12879	0.012879	0	0.0	5639	0.005639	5142	0.005142	3199106	3.199106
CP002685.1	1	6900000	7900000	1000000	30187	0.030187	9550	0.00955	8154	0.008154	0	0.0	485	0.000485	3869	0.003869	3185589	3.185589
CP002685.1	1	7000000	8000000	1000000	11684	0.011684	9439	0.009439	7763	0.007763	0	0.0	485	0.000485	2609	0.002609	3170612	3.170612
CP002685.1	1	7100000	8100000	1000000	11386	0.011386	9439	0.009439	8023	0.008023	0	0.0	313	0.000313	2609	0.002609	3177899	3.177899
CP002685.1	1	7200000	8200000	1000000	11282	0.011282	9439	0.009439	8023	0.008023	211	0.000211	313	0.000313	2976	0.002976	3131838	3.131838
CP002685.1	1	7300000	8300000	1000000	7225	0.007225	9439	0.009439	7408	0.007408	211	0.000211	0	0.0	2410	0.00241	3134719	3.134719
CP002685.1	1	7400000	8400000	1000000	10633	0.010633	4638	0.004638	6135	0.006135	211	0.000211	0	0.0	2650	0.00265	3146795	3.146795
CP002685.1	1	7500000	8500000	1000000	6655	0.006655	5206	0.005206	6135	0.006135	211	0.000211	189	0.000189	3007	0.003007	3144797	3.144797
CP002685.1	1	7600000	8600000	1000000	6839	0.006839	5206	0.005206	5102	0.005102	211	0.000211	4931	0.004931	3066	0.003066	3124576	3.124576
CP002685.1	1	7700000	8700000	1000000	11702	0.011702	5206	0.005206	2856	0.002856	211	0.000211	5047	0.005047	3169	0.003169	3148319	3.148319
CP002685.1	1	7800000	8800000	1000000	11702	0.011702	5206	0.005206	260	0.00026	515	0.000515	5047	0.005047	2986	0.002986	3151129	3.151129
CP002685.1	1	7900000	8900000	1000000	15763	0.015763	568	0.000568	260	0.00026	515	0.000515	5658	0.005658	3010	0.00301	3152772	3.152772
CP002685.1	1	8000000	9000000	1000000	15763	0.015763	6900	0.0069	260	0.00026	515	0.000515	5843	0.005843	3010	0.00301	3142187	3.142187
CP002685.1	1	8100000	9100000	1000000	23894	0.023894	6900	0.0069	0	0.0	515	0.000515	5843	0.005843	3232	0.003232	3133420	3.13342
CP002685.1	1	8200000	9200000	1000000	24140	0.02414	6900	0.0069	0	0.0	304	0.000304	13013	0.013013	2865	0.002865	3163744	3.163744
CP002685.1	1	8300000	9300000	1000000	23657	0.023657	6900	0.0069	6532	0.006532	304	0.000304	13013	0.013013	3451	0.003451	3168605	3.168605
CP002685.1	1	8400000	9400000	1000000	28145	0.028145	10888	0.010888	6532	0.006532	304	0.000304	13254	0.013254	4226	0.004226	3124466	3.124466
CP002685.1	1	8500000	9500000	1000000	36809	0.036809	10320	0.01032	6532	0.006532	304	0.000304	13185	0.013185	4578	0.004578	3098696	3.098696
CP002685.1	1	8600000	9600000	1000000	36841	0.036841	15111	0.015111	6532	0.006532	304	0.000304	8443	0.008443	4463	0.004463	3134083	3.134083
CP002685.1	1	8700000	9700000	1000000	36460	0.03646	15111	0.015111	6532	0.006532	304	0.000304	8327	0.008327	3864	0.003864	3118032	3.118032
CP002685.1	1	8800000	9800000	1000000	41542	0.041542	15111	0.015111	6740	0.00674	0	0.0	8327	0.008327	4421	0.004421	3138478	3.138478
CP002685.1	1	8900000	9900000	1000000	37592	0.037592	15111	0.015111	6740	0.00674	519	0.000519	7716	0.007716	5112	0.005112	3106593	3.106593
CP002685.1	1	9000000	10000000	1000000	50083	0.050083	13502	0.013502	9892	0.009892	519	0.000519	7531	0.007531	7262	0.007262	3038498	3.038498
CP002685.1	1	9100000	10100000	1000000	43107	0.043107	13502	0.013502	9892	0.009892	519	0.000519	7531	0.007531	7040	0.00704	3009201	3.009201
CP002685.1	1	9200000	10200000	1000000	47639	0.047639	13502	0.013502	9892	0.009892	519	0.000519	5680	0.00568	7777	0.007777	2918952	2.918952
CP002685.1	1	9300000	10300000	1000000	47639	0.047639	13502	0.013502	3360	0.00336	519	0.000519	5680	0.00568	7024	0.007024	2885982	2.885982
CP002685.1	1	9400000	10400000	1000000	42191	0.042191	9514	0.009514	5047	0.005047	689	0.000689	6089	0.006089	6786	0.006786	2925627	2.925627
CP002685.1	1	9500000	10500000	1000000	38852	0.038852	14264	0.014264	5238	0.005238	689	0.000689	6901	0.006901	6929	0.006929	2906376	2.906376
CP002685.1	1	9600000	10600000	1000000	39066	0.039066	9473	0.009473	9323	0.009323	689	0.000689	6901	0.006901	8182	0.008182	2742040	2.74204
CP002685.1	1	9700000	10700000	1000000	45465	0.045465	9473	0.009473	9468	0.009468	689	0.000689	7026	0.007026	9067	0.009067	2644895	2.644895
CP002685.1	1	9800000	10800000	1000000	43538	0.043538	9473	0.009473	9610	0.00961	689	0.000689	11982	0.011982	8908	0.008908	2592700	2.5927
CP002685.1	1	9900000	10900000	1000000	42837	0.042837	9782	0.009782	13566	0.013566	170	0.00017	11982	0.011982	8564	0.008564	2582654	2.582654
CP002685.1	1	10000000	11000000	1000000	34645	0.034645	11259	0.011259	10548	0.010548	170	0.00017	12315	0.012315	7716	0.007716	2573751	2.573751
CP002685.1	1	10100000	11100000	1000000	37906	0.037906	12961	0.012961	10857	0.010857	170	0.00017	12315	0.012315	8574	0.008574	2487234	2.487234
CP002685.1	1	10200000	11200000	1000000	45997	0.045997	15402	0.015402	10857	0.010857	170	0.00017	7819	0.007819	9192	0.009192	2457271	2.457271
CP002685.1	1	10300000	11300000	1000000	45997	0.045997	16776	0.016776	10857	0.010857	170	0.00017	7819	0.007819	9666	0.009666	2420849	2.420849
CP002685.1	1	10400000	11400000	1000000	41730	0.04173	28694	0.028694	9170	0.00917	4428	0.004428	14550	0.01455	11142	0.011142	2304254	2.304254
CP002685.1	1	10500000	11500000	1000000	36183	0.036183	30758	0.030758	8979	0.008979	10419	0.010419	13618	0.013618	12076	0.012076	2254573	2.254573
CP002685.1	1	10600000	11600000	1000000	35753	0.035753	34321	0.034321	6800	0.0068	10419	0.010419	13618	0.013618	10663	0.010663	2287199	2.287199
CP002685.1	1	10700000	11700000	1000000	37007	0.037007	35394	0.035394	16291	0.016291	10692	0.010692	19650	0.01965	11204	0.011204	2236036	2.236036
CP002685.1	1	10800000	11800000	1000000	35939	0.035939	35394	0.035394	20575	0.020575	10692	0.010692	14816	0.014816	11688	0.011688	2186197	2.186197
CP002685.1	1	10900000	11900000	1000000	35948	0.035948	35085	0.035085	18076	0.018076	10692	0.010692	14816	0.014816	10993	0.010993	2103042	2.103042
CP002685.1	1	11000000	12000000	1000000	32388	0.032388	28885	0.028885	17942	0.017942	10692	0.010692	14621	0.014621	9691	0.009691	2079379	2.079379
CP002685.1	1	11100000	12100000	1000000	28171	0.028171	27183	0.027183	17633	0.017633	19745	0.019745	14621	0.014621	8833	0.008833	2079666	2.079666
CP002685.1	1	11200000	12200000	1000000	19106	0.019106	31173	0.031173	17633	0.017633	19745	0.019745	13798	0.013798	7698	0.007698	2067424	2.067424
CP002685.1	1	11300000	12300000	1000000	19479	0.019479	29799	0.029799	20609	0.020609	24119	0.024119	13798	0.013798	7961	0.007961	1990380	1.99038
CP002685.1	1	11400000	12400000	1000000	22453	0.022453	17881	0.017881	20609	0.020609	19691	0.019691	6970	0.00697	5384	0.005384	1972173	1.972173
CP002685.1	1	11500000	12500000	1000000	26994	0.026994	13285	0.013285	21087	0.021087	13700	0.0137	7607	0.007607	3863	0.003863	1933100	1.9331
CP002685.1	1	11600000	12600000	1000000	26994	0.026994	11597	0.011597	23869	0.023869	21420	0.02142	11680	0.01168	4913	0.004913	1939637	1.939637
CP002685.1	1	11700000	12700000	1000000	23446	0.023446	15793	0.015793	14233	0.014233	21147	0.021147	5523	0.005523	5252	0.005252	1966673	1.966673
CP002685.1	1	11800000	12800000	1000000	28022	0.028022	15793	0.015793	10651	0.010651	21147	0.021147	5401	0.005401	5548	0.005548	1933634	1.933634
CP002685.1	1	11900000	12900000	1000000	27880	0.02788	18016	0.018016	12882	0.012882	21147	0.021147	5401	0.005401	6195	0.006195	1903791	1.903791
CP002685.1	1	12000000	13000000	1000000	27998	0.027998	18016	0.018016	12882	0.012882	21147	0.021147	5263	0.005263	8548	0.008548	1894491	1.894491
CP002685.1	1	12100000	13100000	1000000	33677	0.033677	18016	0.018016	12882	0.012882	12094	0.012094	6983	0.006983	10343	0.010343	1891893	1.891893
CP002685.1	1	12200000	13200000	1000000	30262	0.030262	11585	0.011585	23913	0.023913	12094	0.012094	9419	0.009419	11572	0.011572	1887456	1.887456
CP002685.1	1	12300000	13300000	1000000	34919	0.034919	16903	0.016903	21292	0.021292	7984	0.007984	9924	0.009924	11868	0.011868	1877383	1.877383
CP002685.1	1	12400000	13400000	1000000	35894	0.035894	20808	0.020808	24563	0.024563	16007	0.016007	10156	0.010156	12259	0.012259	1890104	1.890104
CP002685.1	1	12500000	13500000	1000000	31353	0.031353	18696	0.018696	24085	0.024085	25087	0.025087	9519	0.009519	12040	0.01204	1920340	1.92034
CP002685.1	1	12600000	13600000	1000000	37096	0.037096	18375	0.018375	21502	0.021502	18028	0.018028	5446	0.005446	11908	0.011908	1929587	1.929587
CP002685.1	1	12700000	13700000	1000000	34792	0.034792	13106	0.013106	25672	0.025672	18028	0.018028	5446	0.005446	10143	0.010143	1900006	1.900006
CP002685.1	1	12800000	13800000	1000000	32754	0.032754	13106	0.013106	24620	0.02462	18028	0.018028	5759	0.005759	9346	0.009346	1907100	1.9071
CP002685.1	1	12900000	13900000	1000000	34221	0.034221	11122	0.011122	20932	0.020932	21255	0.021255	5759	0.005759	9313	0.009313	1951199	1.951199
CP002685.1	1	13000000	14000000	1000000	39486	0.039486	15738	0.015738	20932	0.020932	21255	0.021255	13007	0.013007	8517	0.008517	1938897	1.938897
CP002685.1	1	13100000	14100000	1000000	38614	0.038614	15738	0.015738	20932	0.020932	21255	0.021255	11287	0.011287	7152	0.007152	1956812	1.956812
CP002685.1	1	13200000	14200000	1000000	43734	0.043734	16172	0.016172	9901	0.009901	21255	0.021255	14033	0.014033	5987	0.005987	1952717	1.952717
CP002685.1	1	13300000	14300000	1000000	43710	0.04371	10854	0.010854	9546	0.009546	20991	0.020991	18704	0.018704	4954	0.004954	1996172	1.996172
CP002685.1	1	13400000	14400000	1000000	43031	0.043031	6949	0.006949	6275	0.006275	13601	0.013601	18976	0.018976	4949	0.004949	1969799	1.969799
CP002685.1	1	13500000	14500000	1000000	43194	0.043194	14871	0.014871	7689	0.007689	4521	0.004521	18976	0.018976	6084	0.006084	1933257	1.933257
CP002685.1	1	13600000	14600000	1000000	37994	0.037994	13317	0.013317	6019	0.006019	3860	0.00386	18976	0.018976	5202	0.005202	1895395	1.895395
CP002685.1	1	13700000	14700000	1000000	31936	0.031936	13317	0.013317	7104	0.007104	8160	0.00816	19127	0.019127	6924	0.006924	1882685	1.882685
CP002685.1	1	13800000	14800000	1000000	27691	0.027691	13317	0.013317	7444	0.007444	8160	0.00816	18814	0.018814	6881	0.006881	1922792	1.922792
CP002685.1	1	13900000	14900000	1000000	29031	0.029031	16861	0.016861	7444	0.007444	4933	0.004933	23499	0.023499	6887	0.006887	1905463	1.905463
CP002685.1	1	14000000	15000000	1000000	26346	0.026346	17852	0.017852	10137	0.010137	4933	0.004933	16413	0.016413	6255	0.006255	1941679	1.941679
CP002685.1	1	14100000	15100000	1000000	22746	0.022746	17852	0.017852	10137	0.010137	4933	0.004933	16413	0.016413	6046	0.006046	1933991	1.933991
CP002685.1	1	14200000	15200000	1000000	17237	0.017237	17999	0.017999	10137	0.010137	4933	0.004933	15317	0.015317	7145	0.007145	1940240	1.94024
CP002685.1	1	14300000	15300000	1000000	12337	0.012337	17999	0.017999	10137	0.010137	4933	0.004933	10141	0.010141	7738	0.007738	1970961	1.970961
CP002685.1	1	14400000	15400000	1000000	9969	0.009969	20920	0.02092	10137	0.010137	4300	0.0043	14918	0.014918	8278	0.008278	2010286	2.010286
CP002685.1	1	14500000	15500000	1000000	9806	0.009806	12892	0.012892	8723	0.008723	4300	0.0043	14918	0.014918	7407	0.007407	2036398	2.036398
CP002685.1	1	14600000	15600000	1000000	9860	0.00986	13104	0.013104	8288	0.008288	21342	0.021342	15252	0.015252	7222	0.007222	2069249	2.069249
CP002685.1	1	14700000	15700000	1000000	31906	0.031906	18132	0.018132	3226	0.003226	17864	0.017864	15727	0.015727	8045	0.008045	2109909	2.109909
CP002685.1	1	14800000	15800000	1000000	36319	0.036319	18132	0.018132	3392	0.003392	17864	0.017864	21319	0.021319	8345	0.008345	2127081	2.127081
CP002685.1	1	14900000	15900000	1000000	35268	0.035268	17106	0.017106	3392	0.003392	17864	0.017864	21761	0.021761	8217	0.008217	2177254	2.177254
CP002685.1	1	15000000	16000000	1000000	39420	0.03942	11499	0.011499	869	0.000869	21964	0.021964	21835	0.021835	8579	0.008579	2204838	2.204838
CP002685.1	1	15100000	16100000	1000000	38288	0.038288	20094	0.020094	869	0.000869	21964	0.021964	21835	0.021835	8829	0.008829	2271733	2.271733
CP002685.1	1	15200000	16200000	1000000	38954	0.038954	20970	0.02097	5194	0.005194	28213	0.028213	17859	0.017859	8307	0.008307	2360961	2.360961
CP002685.1	1	15300000	16300000	1000000	39153	0.039153	20970	0.02097	5194	0.005194	28764	0.028764	17859	0.017859	7835	0.007835	2401161	2.401161
CP002685.1	1	15400000	16400000	1000000	38251	0.038251	18049	0.018049	5194	0.005194	29238	0.029238	16679	0.016679	7756	0.007756	2473001	2.473001
CP002685.1	1	15500000	16500000	1000000	40409	0.040409	18049	0.018049	5451	0.005451	29887	0.029887	16679	0.016679	7656	0.007656	2569659	2.569659
CP002685.1	1	15600000	16600000	1000000	52075	0.052075	17938	0.017938	10028	0.010028	12845	0.012845	16345	0.016345	9127	0.009127	2588925	2.588925
CP002685.1	1	15700000	16700000	1000000	33629	0.033629	12910	0.01291	9965	0.009965	21407	0.021407	21457	0.021457	8257	0.008257	2657279	2.657279
CP002685.1	1	15800000	16800000	1000000	29236	0.029236	12910	0.01291	9459	0.009459	21407	0.021407	15865	0.015865	8365	0.008365	2711728	2.711728
CP002685.1	1	15900000	16900000	1000000	35945	0.035945	10153	0.010153	9459	0.009459	21407	0.021407	10738	0.010738	8137	0.008137	2782254	2.782254
CP002685.1	1	16000000	17000000	1000000	32854	0.032854	10153	0.010153	9289	0.009289	17307	0.017307	10502	0.010502	7994	0.007994	2841464	2.841464
CP002685.1	1	16100000	17100000	1000000	46118	0.046118	2580	0.00258	11679	0.011679	17307	0.017307	10777	0.010777	9265	0.009265	2866457	2.866457
CP002685.1	1	16200000	17200000	1000000	45452	0.045452	1123	0.001123	7354	0.007354	11058	0.011058	10667	0.010667	8887	0.008887	2915166	2.915166
CP002685.1	1	16300000	17300000	1000000	50241	0.050241	1123	0.001123	9748	0.009748	10507	0.010507	10667	0.010667	9020	0.00902	2919477	2.919477
CP002685.1	1	16400000	17400000	1000000	50241	0.050241	5885	0.005885	9748	0.009748	10033	0.010033	11198	0.011198	8487	0.008487	2969200	2.9692
CP002685.1	1	16500000	17500000	1000000	51536	0.051536	5885	0.005885	9491	0.009491	9384	0.009384	11198	0.011198	8093	0.008093	2933944	2.933944
CP002685.1	1	16600000	17600000	1000000	43477	0.043477	5784	0.005784	5146	0.005146	12594	0.012594	11198	0.011198	6950	0.00695	3011689	3.011689
CP002685.1	1	16700000	17700000	1000000	44783	0.044783	5784	0.005784	5016	0.005016	9051	0.009051	5460	0.00546	5453	0.005453	3045393	3.045393
CP002685.1	1	16800000	17800000	1000000	44383	0.044383	5784	0.005784	9227	0.009227	9051	0.009051	5460	0.00546	5604	0.005604	3068234	3.068234
CP002685.1	1	16900000	17900000	1000000	35918	0.035918	5784	0.005784	9227	0.009227	9051	0.009051	5460	0.00546	5692	0.005692	3103574	3.103574
CP002685.1	1	17000000	18000000	1000000	32285	0.032285	5784	0.005784	9227	0.009227	9602	0.009602	9648	0.009648	5659	0.005659	3160905	3.160905
CP002685.1	1	17100000	18100000	1000000	20555	0.020555	4762	0.004762	9518	0.009518	9602	0.009602	14572	0.014572	3917	0.003917	3224828	3.224828
CP002685.1	1	17200000	18200000	1000000	25057	0.025057	4762	0.004762	9518	0.009518	9602	0.009602	14572	0.014572	3674	0.003674	3245395	3.245395
CP002685.1	1	17300000	18300000	1000000	19963	0.019963	4762	0.004762	11857	0.011857	9602	0.009602	14572	0.014572	4013	0.004013	3318293	3.318293
CP002685.1	1	17400000	18400000	1000000	19963	0.019963	0	0.0	12040	0.01204	9787	0.009787	9387	0.009387	3890	0.00389	3343582	3.343582
CP002685.1	1	17500000	18500000	1000000	17039	0.017039	0	0.0	16673	0.016673	9787	0.009787	9387	0.009387	4012	0.004012	3406520	3.40652
CP002685.1	1	17600000	18600000	1000000	12835	0.012835	0	0.0	16441	0.016441	6577	0.006577	9387	0.009387	3684	0.003684	3416276	3.416276
CP002685.1	1	17700000	18700000	1000000	7704	0.007704	0	0.0	16441	0.016441	736	0.000736	9387	0.009387	3506	0.003506	3361394	3.361394
CP002685.1	1	17800000	18800000	1000000	12641	0.012641	4815	0.004815	12350	0.01235	736	0.000736	9387	0.009387	2933	0.002933	3303985	3.303985
CP002685.1	1	17900000	18900000	1000000	13546	0.013546	4815	0.004815	17104	0.017104	736	0.000736	9387	0.009387	2843	0.002843	3226456	3.226456
CP002685.1	1	18000000	19000000	1000000	12681	0.012681	4815	0.004815	17104	0.017104	6002	0.006002	5199	0.005199	2207	0.002207	3111961	3.111961
CP002685.1	1	18100000	19100000	1000000	10977	0.010977	4815	0.004815	14423	0.014423	6002	0.006002	0	0.0	2207	0.002207	3026340	3.02634
CP002685.1	1	18200000	19200000	1000000	6475	0.006475	4815	0.004815	14423	0.014423	6002	0.006002	0	0.0	1967	0.001967	2943735	2.943735
CP002685.1	1	18300000	19300000	1000000	7806	0.007806	4815	0.004815	9690	0.00969	6002	0.006002	0	0.0	1640	0.00164	2875871	2.875871
CP002685.1	1	18400000	19400000	1000000	7806	0.007806	4815	0.004815	9507	0.009507	5817	0.005817	0	0.0	1449	0.001449	2823926	2.823926
CP002685.1	1	18500000	19500000	1000000	11989	0.011989	4815	0.004815	4874	0.004874	5817	0.005817	0	0.0	1720	0.00172	2718377	2.718377
CP002685.1	1	18600000	19600000	1000000	11989	0.011989	4815	0.004815	4874	0.004874	5817	0.005817	305	0.000305	1885	0.001885	2680872	2.680872
CP002685.1	1	18700000	19698289	998289	11989	0.012009548337204958	4815	0.004823252585173231	4874	0.004882353707193007	6033	0.006043340155005214	305	0.0003055227494242649	1885	0.001888230762835211	2700517	2.705145503957271
CP002685.1	1	18800000	19698289	898289	7052	0.007850480190673604	0	0.0	4754	0.0052922834410752	6033	0.006716101388305991	305	0.0003395343814741136	1561	0.0017377480966593156	2439638	2.7158720634450604
CP002685.1	1	18900000	19698289	798289	6147	0.007700218843050575	0	0.0	0	0.0	6033	0.0075574134179476355	305	0.00038206714610874006	1299	0.0016272302386729617	2179994	2.730833069226809
CP002685.1	1	19000000	19698289	698289	6147	0.00880294548532198	0	0.0	0	0.0	216	0.0003093275133934517	305	0.0004367819054861239	824	0.0011800271807231677	1927845	2.7608125002685133
CP002685.1	1	19100000	19698289	598289	6043	0.010100469839826572	0	0.0	0	0.0	216	0.0003610295358931887	305	0.0005097870761454748	824	0.0013772608221110534	1650608	2.7588807415814096
CP002685.1	1	19200000	19698289	498289	6043	0.012127500306047295	0	0.0	0	0.0	216	0.0004334833801267939	305	0.0006120945876790377	824	0.0016536588204836952	1373769	2.7569723594139144
CP002685.1	1	19300000	19698289	398289	4712	0.011830605414661213	0	0.0	0	0.0	216	0.0005423197728282729	305	0.0007657756051510336	558	0.0014009927464730383	1094741	2.748609677897205
CP002685.1	1	19400000	19698289	298289	4712	0.015796760859434978	0	0.0	0	0.0	216	0.0007241299545072061	305	0.0010224983153921197	558	0.0018706690491436158	806206	2.7027681208492433
CP002685.1	1	19500000	19698289	198289	0	0.0	0	0.0	0	0.0	216	0.001089319125115362	305	0.0015381589498156731	165	0.0008321187761297904	570226	2.875731886287187
CP002685.1	1	19600000	19698289	98289	0	0.0	0	0.0	0	0.0	216	0.002197600952293746	0	0.0	0	0.0	279139	2.8399820936218703
CP002686.1	1	0	1000000	1000000	5964	0.005964	10709	0.010709	484	0.000484	0	0.0	4956	0.004956	1429	0.001429	3722888	3.722888
CP002686.1	1	100000	1100000	1000000	5335	0.005335	4281	0.004281	301	0.000301	0	0.0	4372	0.004372	1677	0.001677	3685413	3.685413
CP002686.1	1	200000	1200000	1000000	3763	0.003763	4281	0.004281	301	0.000301	0	0.0	3651	0.003651	1575	0.001575	3629273	3.629273
CP002686.1	1	300000	1300000	1000000	3148	0.003148	4281	0.004281	569	0.000569	0	0.0	3416	0.003416	1575	0.001575	3506377	3.506377
CP002686.1	1	400000	1400000	1000000	5322	0.005322	12198	0.012198	569	0.000569	0	0.0	3395	0.003395	2857	0.002857	3463860	3.46386
CP002686.1	1	500000	1500000	1000000	5157	0.005157	12198	0.012198	569	0.000569	0	0.0	3395	0.003395	2857	0.002857	3426889	3.426889
CP002686.1	1	600000	1600000	1000000	10723	0.010723	12198	0.012198	569	0.000569	0	0.0	3743	0.003743	3265	0.003265	3444983	3.444983
CP002686.1	1	700000	1700000	1000000	12408	0.012408	15507	0.015507	569	0.000569	1158	0.001158	3743	0.003743	3427	0.003427	3403905	3.403905
CP002686.1	1	800000	1800000	1000000	12634	0.012634	18698	0.018698	779	0.000779	1930	0.00193	4003	0.004003	3844	0.003844	3320362	3.320362
CP002686.1	1	900000	1900000	1000000	12160	0.01216	18698	0.018698	478	0.000478	1930	0.00193	4419	0.004419	4191	0.004191	3213319	3.213319
CP002686.1	1	1000000	2000000	1000000	15176	0.015176	14417	0.014417	4847	0.004847	1930	0.00193	8288	0.008288	3835	0.003835	3140516	3.140516
CP002686.1	1	1100000	2100000	1000000	16672	0.016672	15496	0.015496	4847	0.004847	1930	0.00193	13026	0.013026	3965	0.003965	3080963	3.080963
CP002686.1	1	1200000	2200000	1000000	20550	0.02055	19398	0.019398	4847	0.004847	4314	0.004314	17448	0.017448	5017	0.005017	3012067	3.012067
CP002686.1	1	1300000	2300000	1000000	20550	0.02055	22671	0.022671	5876	0.005876	17666	0.017666	21573	0.021573	6952	0.006952	2987833	2.987833
CP002686.1	1	1400000	2400000	1000000	17083	0.017083	14754	0.014754	13253	0.013253	17666	0.017666	26258	0.026258	5670	0.00567	2942879	2.942879
CP002686.1	1	1500000	2500000	1000000	19201	0.019201	14754	0.014754	13253	0.013253	17666	0.017666	26258	0.026258	5670	0.00567	2944735	2.944735
CP002686.1	1	1600000	2600000	1000000	13635	0.013635	14754	0.014754	13253	0.013253	17666	0.017666	28549	0.028549	6248	0.006248	2908946	2.908946
CP002686.1	1	1700000	2700000	1000000	11950	0.01195	14019	0.014019	13253	0.013253	16508	0.016508	34493	0.034493	7797	0.007797	2902834	2.902834
CP002686.1	1	1800000	2800000	1000000	21658	0.021658	10828	0.010828	13954	0.013954	15736	0.015736	34370	0.03437	7968	0.007968	2936294	2.936294
CP002686.1	1	1900000	2900000	1000000	25710	0.02571	10828	0.010828	14584	0.014584	15736	0.015736	38927	0.038927	7451	0.007451	2942299	2.942299
CP002686.1	1	2000000	3000000	1000000	27553	0.027553	10828	0.010828	11595	0.011595	18261	0.018261	32703	0.032703	7385	0.007385	2961986	2.961986
CP002686.1	1	2100000	3100000	1000000	30030	0.03003	9749	0.009749	11724	0.011724	18261	0.018261	28463	0.028463	7007	0.007007	2910694	2.910694
CP002686.1	1	2200000	3200000	1000000	25475	0.025475	8391	0.008391	11724	0.011724	15877	0.015877	29720	0.02972	6296	0.006296	2871060	2.87106
CP002686.1	1	2300000	3300000	1000000	25891	0.025891	5118	0.005118	10427	0.010427	2525	0.002525	25830	0.02583	4361	0.004361	2854507	2.854507
CP002686.1	1	2400000	3400000	1000000	28196	0.028196	5118	0.005118	3816	0.003816	2525	0.002525	21406	0.021406	4361	0.004361	2868701	2.868701
CP002686.1	1	2500000	3500000	1000000	27043	0.027043	5118	0.005118	3816	0.003816	2525	0.002525	22110	0.02211	4505	0.004505	2821724	2.821724
CP002686.1	1	2600000	3600000	1000000	27043	0.027043	5118	0.005118	3816	0.003816	2655	0.002655	19471	0.019471	3640	0.00364	2739939	2.739939
CP002686.1	1	2700000	3700000	1000000	32376	0.032376	2544	0.002544	3816	0.003816	2655	0.002655	18603	0.018603	2313	0.002313	2705447	2.705447
CP002686.1	1	2800000	3800000	1000000	22442	0.022442	2544	0.002544	5427	0.005427	2655	0.002655	18466	0.018466	1725	0.001725	2621984	2.621984
CP002686.1	1	2900000	3900000	1000000	18492	0.018492	2544	0.002544	4797	0.004797	3104	0.003104	14865	0.014865	1725	0.001725	2581123	2.581123
CP002686.1	1	3000000	4000000	1000000	13633	0.013633	2544	0.002544	3417	0.003417	7094	0.007094	14311	0.014311	2210	0.00221	2533999	2.533999
CP002686.1	1	3100000	4100000	1000000	9411	0.009411	2544	0.002544	3288	0.003288	10389	0.010389	17628	0.017628	3302	0.003302	2524423	2.524423
CP002686.1	1	3200000	4200000	1000000	9733	0.009733	0	0.0	7363	0.007363	10389	0.010389	16206	0.016206	4180	0.00418	2508528	2.508528
CP002686.1	1	3300000	4300000	1000000	9748	0.009748	0	0.0	10077	0.010077	15783	0.015783	22160	0.02216	5662	0.005662	2460082	2.460082
CP002686.1	1	3400000	4400000	1000000	7153	0.007153	0	0.0	9311	0.009311	15783	0.015783	21519	0.021519	5954	0.005954	2416151	2.416151
CP002686.1	1	3500000	4500000	1000000	7510	0.00751	8579	0.008579	15298	0.015298	15783	0.015783	20815	0.020815	7328	0.007328	2372219	2.372219
CP002686.1	1	3600000	4600000	1000000	7610	0.00761	8579	0.008579	15298	0.015298	16009	0.016009	20986	0.020986	7207	0.007207	2351483	2.351483
CP002686.1	1	3700000	4700000	1000000	5554	0.005554	10334	0.010334	19527	0.019527	16009	0.016009	17228	0.017228	7453	0.007453	2325141	2.325141
CP002686.1	1	3800000	4800000	1000000	5554	0.005554	10334	0.010334	17005	0.017005	16571	0.016571	18779	0.018779	7898	0.007898	2319292	2.319292
CP002686.1	1	3900000	4900000	1000000	5574	0.005574	10334	0.010334	20832	0.020832	16122	0.016122	17407	0.017407	7898	0.007898	2329378	2.329378
CP002686.1	1	4000000	5000000	1000000	5574	0.005574	15130	0.01513	20832	0.020832	9733	0.009733	17859	0.017859	6678	0.006678	2290080	2.29008
CP002686.1	1	4100000	5100000	1000000	10658	0.010658	15130	0.01513	20832	0.020832	8125	0.008125	23002	0.023002	5695	0.005695	2299565	2.299565
