chrom	chrom_key	start	end	window_length	DNA_bp	DNA_density	Helitron_bp	Helitron_density	LINE_bp	LINE_density	LTR_bp	LTR_density	SINE_bp	SINE_density	Unknown_bp	Unknown_density	GENE_bp	GENE_density
CP002685.1	1	5500000	6500000	1000000	104406	0.104406	59283	0.059283	54977	0.054977	229255	0.229255	1269	0.001269	43744	0.043744	2897324	2.897324
CP002685.1	1	5600000	6600000	1000000	99985	0.099985	56068	0.056068	52662	0.052662	214418	0.214418	1269	0.001269	45163	0.045163	2885948	2.885948
CP002685.1	1	5700000	6700000	1000000	98677	0.098677	52158	0.052158	47323	0.047323	196174	0.196174	1163	0.001163	49619	0.049619	2922204	2.922204
CP002685.1	1	5800000	6800000	1000000	87217	0.087217	55801	0.055801	63743	0.063743	190984	0.190984	1014	0.001014	48787	0.048787	2914670	2.91467
CP002685.1	1	5900000	6900000	1000000	83728	0.083728	53496	0.053496	66726	0.066726	169524	0.169524	1014	0.001014	47175	0.047175	2985234	2.985234
CP002685.1	1	6000000	7000000	1000000	87910	0.08791	56862	0.056862	64518	0.064518	158379	0.158379	719	0.000719	46563	0.046563	3043583	3.043583
CP002685.1	1	6100000	7100000	1000000	91318	0.091318	52848	0.052848	66257	0.066257	137154	0.137154	875	0.000875	46301	0.046301	3064265	3.064265
CP002685.1	1	6200000	7200000	1000000	89888	0.089888	48333	0.048333	68517	0.068517	118112	0.118112	777	0.000777	47478	0.047478	3116191	3.116191
CP002685.1	1	6300000	7300000	1000000	87406	0.087406	47670	0.04767	71597	0.071597	110727	0.110727	636	0.000636	46539	0.046539	3110559	3.110559
CP002685.1	1	6400000	7400000	1000000	84492	0.084492	45919	0.045919	69456	0.069456	120158	0.120158	471	0.000471	48020	0.04802	3103502	3.103502
CP002685.1	1	6500000	7500000	1000000	72770	0.07277	41756	0.041756	59730	0.05973	103578	0.103578	603	0.000603	50699	0.050699	3177053	3.177053
CP002685.1	1	6600000	7600000	1000000	73211	0.073211	45407	0.045407	59518	0.059518	81006	0.081006	791	0.000791	48244	0.048244	3206077	3.206077
CP002685.1	1	6700000	7700000	1000000	72220	0.07222	41626	0.041626	50336	0.050336	81827	0.081827	791	0.000791	40796	0.040796	3219610	3.21961
CP002685.1	1	6800000	7800000	1000000	70445	0.070445	38360	0.03836	35124	0.035124	68890	0.06889	1105	0.001105	40930	0.04093	3199106	3.199106
CP002685.1	1	6900000	7900000	1000000	77236	0.077236	41156	0.041156	32301	0.032301	63167	0.063167	1401	0.001401	37426	0.037426	3185589	3.185589
CP002685.1	1	7000000	8000000	1000000	68985	0.068985	43806	0.043806	35099	0.035099	42591	0.042591	1720	0.00172	38018	0.038018	3170612	3.170612
CP002685.1	1	7100000	8100000	1000000	70026	0.070026	40328	0.040328	35805	0.035805	38485	0.038485	1564	0.001564	35857	0.035857	3177899	3.177899
CP002685.1	1	7200000	8200000	1000000	71580	0.07158	39328	0.039328	30415	0.030415	38959	0.038959	1398	0.001398	31741	0.031741	3131838	3.131838
CP002685.1	1	7300000	8300000	1000000	75527	0.075527	38429	0.038429	28474	0.028474	32822	0.032822	1843	0.001843	31767	0.031767	3134719	3.134719
CP002685.1	1	7400000	8400000	1000000	74960	0.07496	37810	0.03781	31578	0.031578	28297	0.028297	2109	0.002109	30515	0.030515	3146795	3.146795
CP002685.1	1	7500000	8500000	1000000	77342	0.077342	38509	0.038509	32840	0.03284	25433	0.025433	1990	0.00199	29156	0.029156	3144797	3.144797
CP002685.1	1	7600000	8600000	1000000	73115	0.073115	36108	0.036108	36767	0.036767	29138	0.029138	1953	0.001953	29911	0.029911	3124576	3.124576
CP002685.1	1	7700000	8700000	1000000	70213	0.070213	36311	0.036311	36284	0.036284	31974	0.031974	2210	0.00221	31678	0.031678	3148319	3.148319
CP002685.1	1	7800000	8800000	1000000	74579	0.074579	35203	0.035203	41659	0.041659	30044	0.030044	1896	0.001896	32396	0.032396	3151129	3.151129
CP002685.1	1	7900000	8900000	1000000	70552	0.070552	32017	0.032017	40376	0.040376	30702	0.030702	1737	0.001737	36951	0.036951	3152772	3.152772
CP002685.1	1	8000000	9000000	1000000	67310	0.06731	26826	0.026826	44313	0.044313	37768	0.037768	1758	0.001758	34473	0.034473	3142187	3.142187
CP002685.1	1	8100000	9100000	1000000	66762	0.066762	29056	0.029056	47342	0.047342	46003	0.046003	2058	0.002058	35717	0.035717	3133420	3.13342
CP002685.1	1	8200000	9200000	1000000	63085	0.063085	33192	0.033192	42375	0.042375	62684	0.062684	2226	0.002226	36947	0.036947	3163744	3.163744
CP002685.1	1	8300000	9300000	1000000	55397	0.055397	33630	0.03363	43203	0.043203	71374	0.071374	1781	0.001781	34998	0.034998	3168605	3.168605
CP002685.1	1	8400000	9400000	1000000	60888	0.060888	37328	0.037328	46569	0.046569	82074	0.082074	1895	0.001895	36917	0.036917	3124466	3.124466
CP002685.1	1	8500000	9500000	1000000	57449	0.057449	38437	0.038437	59725	0.059725	90453	0.090453	1733	0.001733	36119	0.036119	3098696	3.098696
CP002685.1	1	8600000	9600000	1000000	62576	0.062576	41717	0.041717	57150	0.05715	92183	0.092183	1743	0.001743	37355	0.037355	3134083	3.134083
CP002685.1	1	8700000	9700000	1000000	72544	0.072544	42273	0.042273	56647	0.056647	91087	0.091087	1486	0.001486	37106	0.037106	3118032	3.118032
CP002685.1	1	8800000	9800000	1000000	68803	0.068803	46383	0.046383	52794	0.052794	96705	0.096705	1824	0.001824	36765	0.036765	3138478	3.138478
CP002685.1	1	8900000	9900000	1000000	78146	0.078146	50309	0.050309	54294	0.054294	100953	0.100953	1841	0.001841	34755	0.034755	3106593	3.106593
CP002685.1	1	9000000	10000000	1000000	88854	0.088854	50334	0.050334	49305	0.049305	122464	0.122464	1682	0.001682	35426	0.035426	3038498	3.038498
CP002685.1	1	9100000	10100000	1000000	93511	0.093511	49610	0.04961	47627	0.047627	117935	0.117935	1547	0.001547	39757	0.039757	3009201	3.009201
CP002685.1	1	9200000	10200000	1000000	103300	0.1033	45598	0.045598	51357	0.051357	125675	0.125675	1502	0.001502	38872	0.038872	2918952	2.918952
CP002685.1	1	9300000	10300000	1000000	108904	0.108904	46754	0.046754	47012	0.047012	126979	0.126979	1502	0.001502	38847	0.038847	2885982	2.885982
CP002685.1	1	9400000	10400000	1000000	106855	0.106855	44093	0.044093	58095	0.058095	129440	0.12944	1239	0.001239	36043	0.036043	2925627	2.925627
CP002685.1	1	9500000	10500000	1000000	113200	0.1132	45678	0.045678	49888	0.049888	137429	0.137429	1691	0.001691	37321	0.037321	2906376	2.906376
CP002685.1	1	9600000	10600000	1000000	120753	0.120753	45522	0.045522	59584	0.059584	150804	0.150804	1530	0.00153	42666	0.042666	2742040	2.74204
CP002685.1	1	9700000	10700000	1000000	113804	0.113804	46727	0.046727	69806	0.069806	168868	0.168868	1691	0.001691	42107	0.042107	2644895	2.644895
CP002685.1	1	9800000	10800000	1000000	118894	0.118894	42231	0.042231	70228	0.070228	200943	0.200943	1680	0.00168	42123	0.042123	2592700	2.5927
CP002685.1	1	9900000	10900000	1000000	115984	0.115984	44517	0.044517	75528	0.075528	205304	0.205304	2002	0.002002	40141	0.040141	2582654	2.582654
CP002685.1	1	10000000	11000000	1000000	123874	0.123874	44400	0.0444	80744	0.080744	197113	0.197113	2316	0.002316	44583	0.044583	2573751	2.573751
CP002685.1	1	10100000	11100000	1000000	124190	0.12419	43283	0.043283	82929	0.082929	261451	0.261451	2151	0.002151	40109	0.040109	2487234	2.487234
CP002685.1	1	10200000	11200000	1000000	129508	0.129508	45938	0.045938	90296	0.090296	321403	0.321403	2221	0.002221	43286	0.043286	2457271	2.457271
CP002685.1	1	10300000	11300000	1000000	144606	0.144606	47594	0.047594	88696	0.088696	336594	0.336594	2378	0.002378	43438	0.043438	2420849	2.420849
CP002685.1	1	10400000	11400000	1000000	154845	0.154845	49608	0.049608	75609	0.075609	427670	0.42767	2431	0.002431	44899	0.044899	2304254	2.304254
CP002685.1	1	10500000	11500000	1000000	156645	0.156645	47197	0.047197	68021	0.068021	496694	0.496694	1979	0.001979	44706	0.044706	2254573	2.254573
CP002685.1	1	10600000	11600000	1000000	165334	0.165334	45144	0.045144	58141	0.058141	542537	0.542537	1979	0.001979	40565	0.040565	2287199	2.287199
CP002685.1	1	10700000	11700000	1000000	175554	0.175554	44731	0.044731	56764	0.056764	599144	0.599144	2140	0.00214	41487	0.041487	2236036	2.236036
CP002685.1	1	10800000	11800000	1000000	173001	0.173001	46603	0.046603	54882	0.054882	617149	0.617149	1813	0.001813	45121	0.045121	2186197	2.186197
CP002685.1	1	10900000	11900000	1000000	166076	0.166076	42547	0.042547	49396	0.049396	674846	0.674846	1337	0.001337	45137	0.045137	2103042	2.103042
CP002685.1	1	11000000	12000000	1000000	154218	0.154218	46534	0.046534	45533	0.045533	715527	0.715527	1019	0.001019	42549	0.042549	2079379	2.079379
CP002685.1	1	11100000	12100000	1000000	152436	0.152436	47602	0.047602	40090	0.04009	733111	0.733111	1183	0.001183	41826	0.041826	2079666	2.079666
CP002685.1	1	11200000	12200000	1000000	145225	0.145225	45499	0.045499	33998	0.033998	748331	0.748331	990	0.00099	36242	0.036242	2067424	2.067424
CP002685.1	1	11300000	12300000	1000000	146497	0.146497	38508	0.038508	35569	0.035569	848230	0.84823	833	0.000833	33570	0.03357	1990380	1.99038
CP002685.1	1	11400000	12400000	1000000	156942	0.156942	36682	0.036682	38984	0.038984	817532	0.817532	823	0.000823	32179	0.032179	1972173	1.972173
CP002685.1	1	11500000	12500000	1000000	160943	0.160943	36473	0.036473	45262	0.045262	822742	0.822742	823	0.000823	28382	0.028382	1933100	1.9331
CP002685.1	1	11600000	12600000	1000000	146962	0.146962	39664	0.039664	43063	0.043063	846086	0.846086	823	0.000823	25224	0.025224	1939637	1.939637
CP002685.1	1	11700000	12700000	1000000	140349	0.140349	37257	0.037257	41351	0.041351	849308	0.849308	672	0.000672	29279	0.029279	1966673	1.966673
CP002685.1	1	11800000	12800000	1000000	149237	0.149237	35433	0.035433	47269	0.047269	901855	0.901855	672	0.000672	22327	0.022327	1933634	1.933634
CP002685.1	1	11900000	12900000	1000000	156093	0.156093	35950	0.03595	56703	0.056703	871522	0.871522	672	0.000672	26060	0.02606	1903791	1.903791
CP002685.1	1	12000000	13000000	1000000	171244	0.171244	32904	0.032904	51793	0.051793	899177	0.899177	684	0.000684	22551	0.022551	1894491	1.894491
CP002685.1	1	12100000	13100000	1000000	169044	0.169044	30762	0.030762	59554	0.059554	901457	0.901457	655	0.000655	22748	0.022748	1891893	1.891893
CP002685.1	1	12200000	13200000	1000000	172004	0.172004	29985	0.029985	65255	0.065255	906261	0.906261	655	0.000655	24539	0.024539	1887456	1.887456
CP002685.1	1	12300000	13300000	1000000	159747	0.159747	31792	0.031792	71086	0.071086	830573	0.830573	655	0.000655	25990	0.02599	1877383	1.877383
CP002685.1	1	12400000	13400000	1000000	140820	0.14082	30931	0.030931	79176	0.079176	827449	0.827449	495	0.000495	27491	0.027491	1890104	1.890104
CP002685.1	1	12500000	13500000	1000000	141281	0.141281	33101	0.033101	91341	0.091341	800712	0.800712	667	0.000667	32836	0.032836	1920340	1.92034
CP002685.1	1	12600000	13600000	1000000	145059	0.145059	33465	0.033465	98987	0.098987	776953	0.776953	667	0.000667	35645	0.035645	1929587	1.929587
CP002685.1	1	12700000	13700000	1000000	140669	0.140669	38147	0.038147	107296	0.107296	798627	0.798627	626	0.000626	37586	0.037586	1900006	1.900006
CP002685.1	1	12800000	13800000	1000000	142488	0.142488	42715	0.042715	101889	0.101889	745667	0.745667	895	0.000895	41058	0.041058	1907100	1.9071
CP002685.1	1	12900000	13900000	1000000	142679	0.142679	42934	0.042934	98845	0.098845	783926	0.783926	895	0.000895	38855	0.038855	1951199	1.951199
CP002685.1	1	13000000	14000000	1000000	137568	0.137568	44570	0.04457	108130	0.10813	817959	0.817959	706	0.000706	40258	0.040258	1938897	1.938897
CP002685.1	1	13100000	14100000	1000000	146484	0.146484	45992	0.045992	111410	0.11141	804931	0.804931	571	0.000571	48853	0.048853	1956812	1.956812
CP002685.1	1	13200000	14200000	1000000	142113	0.142113	47258	0.047258	104126	0.104126	774565	0.774565	677	0.000677	48256	0.048256	1952717	1.952717
CP002685.1	1	13300000	14300000	1000000	137721	0.137721	55196	0.055196	103991	0.103991	831501	0.831501	963	0.000963	48566	0.048566	1996172	1.996172
CP002685.1	1	13400000	14400000	1000000	136841	0.136841	57024	0.057024	93632	0.093632	848685	0.848685	1134	0.001134	47608	0.047608	1969799	1.969799
CP002685.1	1	13500000	14500000	1000000	130545	0.130545	54985	0.054985	76160	0.07616	927611	0.927611	1465	0.001465	46282	0.046282	1933257	1.933257
CP002685.1	1	13600000	14600000	1000000	124783	0.124783	47331	0.047331	79572	0.079572	918446	0.918446	1628	0.001628	46527	0.046527	1895395	1.895395
CP002685.1	1	13700000	14700000	1000000	130491	0.130491	43394	0.043394	68569	0.068569	843791	0.843791	1634	0.001634	41176	0.041176	1882685	1.882685
CP002685.1	1	13800000	14800000	1000000	113123	0.113123	39891	0.039891	66344	0.066344	814958	0.814958	1365	0.001365	38111	0.038111	1922792	1.922792
CP002685.1	1	13900000	14900000	1000000	114953	0.114953	37063	0.037063	58089	0.058089	833831	0.833831	1467	0.001467	37960	0.03796	1905463	1.905463
CP002685.1	1	14000000	15000000	1000000	102984	0.102984	35852	0.035852	58159	0.058159	750797	0.750797	1638	0.001638	36743	0.036743	1941679	1.941679
CP002685.1	1	14100000	15100000	1000000	92433	0.092433	33014	0.033014	46101	0.046101	732957	0.732957	1747	0.001747	33659	0.033659	1933991	1.933991
CP002685.1	1	14200000	15200000	1000000	97513	0.097513	32504	0.032504	45849	0.045849	737175	0.737175	1641	0.001641	38062	0.038062	1940240	1.94024
CP002685.1	1	14300000	15300000	1000000	104273	0.104273	25134	0.025134	46619	0.046619	672289	0.672289	1515	0.001515	35939	0.035939	1970961	1.970961
CP002685.1	1	14400000	15400000	1000000	101268	0.101268	22250	0.02225	51282	0.051282	628641	0.628641	1344	0.001344	37013	0.037013	2010286	2.010286
CP002685.1	1	14500000	15500000	1000000	99492	0.099492	20851	0.020851	59078	0.059078	589071	0.589071	841	0.000841	35046	0.035046	2036398	2.036398
CP002685.1	1	14600000	15600000	1000000	99316	0.099316	22227	0.022227	54438	0.054438	652633	0.652633	678	0.000678	33444	0.033444	2069249	2.069249
CP002685.1	1	14700000	15700000	1000000	104737	0.104737	23264	0.023264	67412	0.067412	688432	0.688432	542	0.000542	32325	0.032325	2109909	2.109909
CP002685.1	1	14800000	15800000	1000000	116989	0.116989	24722	0.024722	71698	0.071698	726324	0.726324	709	0.000709	33350	0.03335	2127081	2.127081
CP002685.1	1	14900000	15900000	1000000	113381	0.113381	26329	0.026329	76312	0.076312	692829	0.692829	607	0.000607	33991	0.033991	2177254	2.177254
CP002685.1	1	15000000	16000000	1000000	126642	0.126642	26241	0.026241	70074	0.070074	668514	0.668514	739	0.000739	37229	0.037229	2204838	2.204838
CP002685.1	1	15100000	16100000	1000000	134311	0.134311	33332	0.033332	71901	0.071901	646228	0.646228	630	0.00063	32766	0.032766	2271733	2.271733
CP002685.1	1	15200000	16200000	1000000	128410	0.12841	36084	0.036084	73051	0.073051	594488	0.594488	783	0.000783	30672	0.030672	2360961	2.360961
CP002685.1	1	15300000	16300000	1000000	121768	0.121768	37530	0.03753	83407	0.083407	558474	0.558474	623	0.000623	37837	0.037837	2401161	2.401161
CP002685.1	1	15400000	16400000	1000000	130596	0.130596	41648	0.041648	81361	0.081361	540633	0.540633	623	0.000623	40421	0.040421	2473001	2.473001
CP002685.1	1	15500000	16500000	1000000	129673	0.129673	44233	0.044233	75225	0.075225	443308	0.443308	782	0.000782	42543	0.042543	2569659	2.569659
CP002685.1	1	15600000	16600000	1000000	128822	0.128822	47257	0.047257	74803	0.074803	354681	0.354681	1109	0.001109	43573	0.043573	2588925	2.588925
CP002685.1	1	15700000	16700000	1000000	119429	0.119429	44190	0.04419	60093	0.060093	326275	0.326275	1109	0.001109	43500	0.0435	2657279	2.657279
CP002685.1	1	15800000	16800000	1000000	117586	0.117586	47404	0.047404	70254	0.070254	263470	0.26347	1273	0.001273	45700	0.0457	2711728	2.711728
CP002685.1	1	15900000	16900000	1000000	111179	0.111179	57205	0.057205	67769	0.067769	206006	0.206006	1273	0.001273	48616	0.048616	2782254	2.782254
CP002685.1	1	16000000	17000000	1000000	101141	0.101141	54589	0.054589	65628	0.065628	196623	0.196623	1318	0.001318	52837	0.052837	2841464	2.841464
CP002685.1	1	16100000	17100000	1000000	91847	0.091847	51367	0.051367	68486	0.068486	181224	0.181224	1478	0.001478	54390	0.05439	2866457	2.866457
CP002685.1	1	16200000	17200000	1000000	96551	0.096551	50638	0.050638	64602	0.064602	155553	0.155553	1325	0.001325	53346	0.053346	2915166	2.915166
CP002685.1	1	16300000	17300000	1000000	102126	0.102126	49366	0.049366	49408	0.049408	163555	0.163555	1741	0.001741	49717	0.049717	2919477	2.919477
CP002685.1	1	16400000	17400000	1000000	95350	0.09535	47133	0.047133	51449	0.051449	144927	0.144927	1859	0.001859	46068	0.046068	2969200	2.9692
CP002685.1	1	16500000	17500000	1000000	92962	0.092962	46808	0.046808	55414	0.055414	145043	0.145043	1700	0.0017	45532	0.045532	2933944	2.933944
CP002685.1	1	16600000	17600000	1000000	87582	0.087582	46232	0.046232	51147	0.051147	119029	0.119029	1373	0.001373	44679	0.044679	3011689	3.011689
CP002685.1	1	16700000	17700000	1000000	86261	0.086261	48753	0.048753	57616	0.057616	93392	0.093392	1531	0.001531	43060	0.04306	3045393	3.045393
CP002685.1	1	16800000	17800000	1000000	79533	0.079533	42156	0.042156	41995	0.041995	97273	0.097273	1338	0.001338	43590	0.04359	3068234	3.068234
CP002685.1	1	16900000	17900000	1000000	78547	0.078547	28823	0.028823	40422	0.040422	90077	0.090077	1338	0.001338	37245	0.037245	3103574	3.103574
CP002685.1	1	17000000	18000000	1000000	74639	0.074639	29861	0.029861	40252	0.040252	90783	0.090783	1122	0.001122	30582	0.030582	3160905	3.160905
CP002685.1	1	17100000	18100000	1000000	73483	0.073483	26811	0.026811	35028	0.035028	80507	0.080507	962	0.000962	27680	0.02768	3224828	3.224828
CP002685.1	1	17200000	18200000	1000000	76803	0.076803	23662	0.023662	34420	0.03442	83833	0.083833	962	0.000962	26234	0.026234	3245395	3.245395
CP002685.1	1	17300000	18300000	1000000	70248	0.070248	22541	0.022541	31293	0.031293	76940	0.07694	546	0.000546	24163	0.024163	3318293	3.318293
CP002685.1	1	17400000	18400000	1000000	67632	0.067632	18693	0.018693	22574	0.022574	64599	0.064599	595	0.000595	22888	0.022888	3343582	3.343582
CP002685.1	1	17500000	18500000	1000000	68508	0.068508	17668	0.017668	17015	0.017015	62351	0.062351	595	0.000595	21801	0.021801	3406520	3.40652
CP002685.1	1	17600000	18600000	1000000	72869	0.072869	17255	0.017255	15880	0.01588	53624	0.053624	595	0.000595	18836	0.018836	3416276	3.416276
CP002685.1	1	17700000	18700000	1000000	71177	0.071177	15029	0.015029	10893	0.010893	42804	0.042804	437	0.000437	19124	0.019124	3361394	3.361394
CP002685.1	1	17800000	18800000	1000000	69232	0.069232	17888	0.017888	11211	0.011211	46731	0.046731	521	0.000521	15471	0.015471	3303985	3.303985
CP002685.1	1	17900000	18900000	1000000	82245	0.082245	17702	0.017702	11481	0.011481	52730	0.05273	521	0.000521	15086	0.015086	3226456	3.226456
CP002685.1	1	18000000	19000000	1000000	80023	0.080023	19212	0.019212	13103	0.013103	56243	0.056243	389	0.000389	15533	0.015533	3111961	3.111961
CP002685.1	1	18100000	19100000	1000000	80181	0.080181	22698	0.022698	13476	0.013476	46659	0.046659	546	0.000546	15975	0.015975	3026340	3.02634
CP002685.1	1	18200000	19200000	1000000	64871	0.064871	25056	0.025056	16461	0.016461	42669	0.042669	546	0.000546	15785	0.015785	2943735	2.943735
CP002685.1	1	18300000	19300000	1000000	60277	0.060277	23571	0.023571	16682	0.016682	37075	0.037075	683	0.000683	15467	0.015467	2875871	2.875871
CP002685.1	1	18400000	19400000	1000000	61691	0.061691	25466	0.025466	19457	0.019457	36143	0.036143	516	0.000516	14689	0.014689	2823926	2.823926
CP002685.1	1	18500000	19500000	1000000	63962	0.063962	28084	0.028084	20024	0.020024	35964	0.035964	516	0.000516	16607	0.016607	2718377	2.718377
CP002685.1	1	18600000	19600000	1000000	56393	0.056393	28503	0.028503	19744	0.019744	36634	0.036634	516	0.000516	17601	0.017601	2680872	2.680872
CP002685.1	1	18700000	19698289	998289	53056	0.05314693440476655	30822	0.030874826828703912	15214	0.015240075769641858	36780	0.03684303843876873	516	0.0005168843891899039	17848	0.01787859026794846	2700517	2.705145503957271
CP002685.1	1	18800000	19698289	898289	48400	0.05388021004376097	27317	0.030410035077797902	14896	0.016582636545699657	26584	0.029594039334779786	294	0.00032728887919144064	17186	0.019131927475456115	2439638	2.7158720634450604
CP002685.1	1	18900000	19698289	798289	32651	0.0409012275003163	26739	0.033495388261644596	14070	0.01762519588770483	19052	0.02386604350053677	294	0.00036828767526547404	16606	0.020801990256661435	2179994	2.730833069226809
CP002685.1	1	19000000	19698289	698289	29162	0.041762078451758514	23615	0.03381837605919612	11237	0.016092191055565818	8704	0.01246475313229909	294	0.00042102911545219816	14443	0.02068341331454455	1927845	2.7608125002685133
CP002685.1	1	19100000	19698289	598289	23128	0.03865690326915588	18728	0.0313025979083687	10291	0.017200717379059285	8600	0.014374324114265848	137	0.00022898632600632806	12578	0.021023284733632075	1650608	2.7588807415814096
CP002685.1	1	19200000	19698289	498289	20264	0.040667163031895145	14396	0.028890864538450578	7127	0.014302944676683612	7848	0.015749896144606843	137	0.0002749408475804202	11128	0.022332421546532234	1373769	2.7569723594139144
CP002685.1	1	19300000	19698289	398289	18048	0.04531382990742903	13830	0.03472352989914359	6564	0.01648049531872585	6251	0.01569463379606266	0	0.0	9153	0.022980800373598065	1094741	2.748609677897205
CP002685.1	1	19400000	19698289	298289	11578	0.03881470654298348	11703	0.0392337632296196	2238	0.007502790917532996	6251	0.02095618678529882	0	0.0	7909	0.026514554676840246	806206	2.7027681208492433
CP002685.1	1	19500000	19698289	198289	3015	0.01520507945473526	7207	0.03634593951252969	634	0.0031973533579774975	1146	0.005779443136028726	0	0.0	3330	0.016793669845528495	570226	2.875731886287187
CP002685.1	1	19600000	19698289	98289	1928	0.01961562331491825	3202	0.03257739930205822	150	0.0015261117724262125	476	0.004842861357832514	0	0.0	1605	0.016329395964960473	279139	2.8399820936218703
CP002686.1	1	0	1000000	1000000	49068	0.049068	30622	0.030622	29913	0.029913	80394	0.080394	1575	0.001575	26184	0.026184	3722888	3.722888
CP002686.1	1	100000	1100000	1000000	54120	0.05412	33711	0.033711	28381	0.028381	20525	0.020525	1587	0.001587	27759	0.027759	3685413	3.685413
CP002686.1	1	200000	1200000	1000000	55278	0.055278	32642	0.032642	29432	0.029432	18130	0.01813	1587	0.001587	28857	0.028857	3629273	3.629273
CP002686.1	1	300000	1300000	1000000	58223	0.058223	33139	0.033139	27793	0.027793	20385	0.020385	1270	0.00127	31508	0.031508	3506377	3.506377
CP002686.1	1	400000	1400000	1000000	64760	0.06476	29621	0.029621	23551	0.023551	29602	0.029602	943	0.000943	31340	0.03134	3463860	3.46386
CP002686.1	1	500000	1500000	1000000	72347	0.072347	31305	0.031305	30040	0.03004	31441	0.031441	618	0.000618	31329	0.031329	3426889	3.426889
CP002686.1	1	600000	1600000	1000000	72616	0.072616	29772	0.029772	32178	0.032178	39230	0.03923	775	0.000775	31151	0.031151	3444983	3.444983
CP002686.1	1	700000	1700000	1000000	77347	0.077347	32310	0.03231	32827	0.032827	92592	0.092592	777	0.000777	28869	0.028869	3403905	3.403905
CP002686.1	1	800000	1800000	1000000	76151	0.076151	30396	0.030396	33869	0.033869	120689	0.120689	453	0.000453	25706	0.025706	3320362	3.320362
CP002686.1	1	900000	1900000	1000000	91800	0.0918	32420	0.03242	43336	0.043336	150748	0.150748	625	0.000625	28011	0.028011	3213319	3.213319
CP002686.1	1	1000000	2000000	1000000	94623	0.094623	38725	0.038725	52146	0.052146	173828	0.173828	625	0.000625	27611	0.027611	3140516	3.140516
CP002686.1	1	1100000	2100000	1000000	94728	0.094728	37142	0.037142	61647	0.061647	204321	0.204321	613	0.000613	25486	0.025486	3080963	3.080963
CP002686.1	1	1200000	2200000	1000000	103964	0.103964	37091	0.037091	67297	0.067297	222101	0.222101	905	0.000905	27788	0.027788	3012067	3.012067
CP002686.1	1	1300000	2300000	1000000	106419	0.106419	39093	0.039093	64814	0.064814	243943	0.243943	1029	0.001029	26694	0.026694	2987833	2.987833
CP002686.1	1	1400000	2400000	1000000	103234	0.103234	42283	0.042283	75899	0.075899	258896	0.258896	1196	0.001196	24715	0.024715	2942879	2.942879
CP002686.1	1	1500000	2500000	1000000	94390	0.09439	42911	0.042911	74407	0.074407	301282	0.301282	1376	0.001376	24210	0.02421	2944735	2.944735
CP002686.1	1	1600000	2600000	1000000	95510	0.09551	43519	0.043519	78040	0.07804	320395	0.320395	1219	0.001219	26194	0.026194	2908946	2.908946
CP002686.1	1	1700000	2700000	1000000	99836	0.099836	45832	0.045832	82990	0.08299	283126	0.283126	1235	0.001235	28648	0.028648	2902834	2.902834
CP002686.1	1	1800000	2800000	1000000	105975	0.105975	44010	0.04401	87530	0.08753	283240	0.28324	1235	0.001235	28608	0.028608	2936294	2.936294
CP002686.1	1	1900000	2900000	1000000	94435	0.094435	44193	0.044193	80480	0.08048	333778	0.333778	1063	0.001063	27087	0.027087	2942299	2.942299
CP002686.1	1	2000000	3000000	1000000	92887	0.092887	39442	0.039442	81176	0.081176	338798	0.338798	1063	0.001063	27751	0.027751	2961986	2.961986
CP002686.1	1	2100000	3100000	1000000	86979	0.086979	39126	0.039126	70760	0.07076	387380	0.38738	921	0.000921	28437	0.028437	2910694	2.910694
CP002686.1	1	2200000	3200000	1000000	79777	0.079777	39147	0.039147	72360	0.07236	459216	0.459216	629	0.000629	30118	0.030118	2871060	2.87106
CP002686.1	1	2300000	3300000	1000000	72189	0.072189	34724	0.034724	75790	0.07579	486567	0.486567	505	0.000505	30270	0.03027	2854507	2.854507
CP002686.1	1	2400000	3400000	1000000	67131	0.067131	28322	0.028322	65660	0.06566	521506	0.521506	338	0.000338	31254	0.031254	2868701	2.868701
CP002686.1	1	2500000	3500000	1000000	68243	0.068243	24981	0.024981	60656	0.060656	529621	0.529621	158	0.000158	31905	0.031905	2821724	2.821724
CP002686.1	1	2600000	3600000	1000000	69652	0.069652	23891	0.023891	54856	0.054856	592370	0.59237	158	0.000158	29740	0.02974	2739939	2.739939
CP002686.1	1	2700000	3700000	1000000	58783	0.058783	17962	0.017962	43540	0.04354	678030	0.67803	0	0.0	26243	0.026243	2705447	2.705447
CP002686.1	1	2800000	3800000	1000000	57448	0.057448	17018	0.017018	46917	0.046917	734796	0.734796	0	0.0	28879	0.028879	2621984	2.621984
CP002686.1	1	2900000	3900000	1000000	66932	0.066932	15956	0.015956	44946	0.044946	765961	0.765961	0	0.0	28007	0.028007	2581123	2.581123
CP002686.1	1	3000000	4000000	1000000	68506	0.068506	14333	0.014333	37928	0.037928	835424	0.835424	0	0.0	26110	0.02611	2533999	2.533999
CP002686.1	1	3100000	4100000	1000000	78274	0.078274	16149	0.016149	39152	0.039152	811460	0.81146	0	0.0	26736	0.026736	2524423	2.524423
CP002686.1	1	3200000	4200000	1000000	86244	0.086244	14190	0.01419	34248	0.034248	832389	0.832389	0	0.0	22091	0.022091	2508528	2.508528
CP002686.1	1	3300000	4300000	1000000	89410	0.08941	15519	0.015519	33208	0.033208	881857	0.881857	0	0.0	21022	0.021022	2460082	2.460082
