seqid	ann1_start	ann1_end	ann1_score	ann1_name	ann1_class	ann2_start	ann2_end	ann2_score	ann2_name	ann2_class	overlap_start	overlap_end	overlap_length
CP002686.1	12291812	12292542	1662	LTR_215-int	LTR/Gypsy	12292436	12292664	3056	LTR_216-int	LTR/Gypsy	12292436	12292542	107
CP002686.1	12296568	12296671	455	LTR_15-LTR	LTR/Gypsy	12296656	12297057	1076	LTR_96-LTR	LTR/Gypsy	12296656	12296671	16
CP002686.1	12296656	12297057	1076	LTR_96-LTR	LTR/Gypsy	12296757	12297490	2895	LTR_49-LTR	LTR/Gypsy	12296757	12297057	301
CP002686.1	12303675	12308556	26070	LTR_148-int	LTR/Gypsy	12308552	12308742	1552	LTR_144-LTR	LTR/Gypsy	12308552	12308556	5
CP002686.1	12325313	12325736	1896	LTR_171-int	LTR/Gypsy	12325723	12325896	510	LTR_171-int	LTR/Gypsy	12325723	12325736	14
CP002686.1	12329018	12329149	437	LTR_206-int	LTR/Gypsy	12329032	12331985	12470	LTR_172-int	LTR/Gypsy	12329032	12329149	118
CP002686.1	12341082	12341480	521	LTR_96-LTR	LTR/Gypsy	12341198	12341537	628	LTR_49-LTR	LTR/Gypsy	12341198	12341480	283
CP002686.1	12372171	12372544	253	Homology_Non_LTR_3	LINE/L1	12372390	12372826	360	Homology_Non_LTR_11	LINE/L1	12372390	12372544	155
CP002686.1	12374068	12375468	5633	TIR_110	DNA/CMC-EnSpm	12375465	12377707	10450	TIR_110	DNA/CMC-EnSpm	12375465	12375468	4
CP002686.1	12387772	12387980	519	Homology_Non_LTR_5	LINE/L1	12387830	12391910	18353	Homology_Non_LTR_8	LINE/L1	12387830	12387980	151
CP002686.1	12404948	12408094	19880	LTR_210-int	LTR/Gypsy	12408089	12409556	5307	LTR_211-int	LTR/Gypsy	12408089	12408094	6
CP002686.1	12408089	12409556	5307	LTR_211-int	LTR/Gypsy	12409369	12409636	585	LTR_210-int	LTR/Gypsy	12409369	12409556	188
CP002686.1	12427713	12428640	5829	LTR_49-LTR	LTR/Gypsy	12428149	12428853	3450	LTR_96-LTR	LTR/Gypsy	12428149	12428640	492
CP002686.1	12500662	12501106	3082	LTR_215-int	LTR/Gypsy	12500798	12501382	2893	LTR_216-int	LTR/Gypsy	12500798	12501106	309
CP002686.1	12500798	12501382	2893	LTR_216-int	LTR/Gypsy	12501380	12501644	1899	LTR_215-int	LTR/Gypsy	12501380	12501382	3
CP002686.1	12505002	12507332	7321	LTR_221-int	LTR/Gypsy	12507324	12507905	2158	LTR_221-int	LTR/Gypsy	12507324	12507332	9
CP002686.1	12514151	12515097	1404	LTR_198-int	LTR/Copia	12514262	12515144	6749	LTR_240-int	LTR/Copia	12514262	12515097	836
CP002686.1	12526629	12528984	4948	LTR_211-int	LTR/Gypsy	12528885	12528988	335	LTR_171-int	LTR/Gypsy	12528885	12528984	100
CP002686.1	12532323	12532538	292	LTR_113-LTR	LTR/Gypsy	12532368	12532822	3314	LTR_20-LTR	LTR/Gypsy	12532368	12532538	171
CP002686.1	12532933	12534259	7373	LTR_229-int	LTR/Gypsy	12533286	12534410	5461	LTR_210-int	LTR/Gypsy	12533286	12534259	974
CP002686.1	12534493	12535630	3093	LTR_197-int	LTR/Gypsy	12535505	12536015	2198	LTR_229-int	LTR/Gypsy	12535505	12535630	126
CP002686.1	12535505	12536015	2198	LTR_229-int	LTR/Gypsy	12535907	12536162	1454	LTR_145-int	LTR/Gypsy	12535907	12536015	109
CP002686.1	12535907	12536162	1454	LTR_145-int	LTR/Gypsy	12536151	12537980	14431	LTR_229-int	LTR/Gypsy	12536151	12536162	12
CP002686.1	12552104	12552662	506	LTR_160-int	LTR/Gypsy	12552183	12552834	693	LTR_184-int	LTR/Gypsy	12552183	12552662	480
CP002686.1	12580636	12581076	647	LTR_269-int	LTR/Gypsy	12581070	12582801	13950	LTR_113-LTR	LTR/Gypsy	12581070	12581076	7
CP002686.1	12618515	12619885	11256	LTR_184-int	LTR/Gypsy	12619885	12620939	9154	LTR_68-LTR	LTR/Gypsy	12619885	12619885	1
CP002686.1	12635670	12636136	666	Homology_Non_LTR_9	LINE/L1	12636130	12636405	351	LTR_96-LTR	LTR/Gypsy	12636130	12636136	7
CP002686.1	12636130	12636405	351	LTR_96-LTR	LTR/Gypsy	12636227	12636730	1030	LTR_49-LTR	LTR/Gypsy	12636227	12636405	179
CP002686.1	12636227	12636730	1030	LTR_49-LTR	LTR/Gypsy	12636511	12636890	851	LTR_96-LTR	LTR/Gypsy	12636511	12636730	220
CP002686.1	12636511	12636890	851	LTR_96-LTR	LTR/Gypsy	12636837	12637214	585	LTR_49-LTR	LTR/Gypsy	12636837	12636890	54
CP002686.1	12643211	12643857	1944	LTR_49-LTR	LTR/Gypsy	12643611	12644017	1208	LTR_96-LTR	LTR/Gypsy	12643611	12643857	247
CP002686.1	12643611	12644017	1208	LTR_96-LTR	LTR/Gypsy	12643965	12644346	687	LTR_49-LTR	LTR/Gypsy	12643965	12644017	53
CP002686.1	12654178	12654432	302	TIR_101	DNA/TcMar	12654368	12654509	653	TIR_73	DNA/PIF-Harbinger	12654368	12654432	65
CP002686.1	12659459	12659619	360	TIR_96	DNA/MULE	12659617	12661999	19636	TIR_2	Unknown	12659617	12659619	3
CP002686.1	12674774	12675618	5385	LTR_49-LTR	LTR/Gypsy	12675213	12675674	2103	LTR_96-LTR	LTR/Gypsy	12675213	12675618	406
CP002686.1	12676709	12677218	1182	LTR_186-int	LTR/Gypsy	12676790	12677692	1818	LTR_200-int	LTR/Gypsy	12676790	12677218	429
CP002686.1	12676790	12677692	1818	LTR_200-int	LTR/Gypsy	12677276	12678035	1720	LTR_186-int	LTR/Gypsy	12677276	12677692	417
CP002686.1	12678852	12679728	1735	LTR_185-int	LTR/Gypsy	12679728	12680677	4015	LTR_191-int	LTR/Gypsy	12679728	12679728	1
CP002686.1	12714054	12715368	7469	LTR_172-int	LTR/Gypsy	12715355	12716244	5027	LTR_172-int	LTR/Gypsy	12715355	12715368	14
CP002686.1	12715355	12716244	5027	LTR_172-int	LTR/Gypsy	12716127	12716258	368	LTR_206-int	LTR/Gypsy	12716127	12716244	118
CP002686.1	12734818	12735933	6992	LTR_99-LTR	LTR/Gypsy	12735917	12737882	14570	LTR_184-int	LTR/Gypsy	12735917	12735933	17
CP002686.1	12744893	12745253	350	LTR_49-LTR	LTR/Gypsy	12745168	12745589	595	LTR_96-LTR	LTR/Gypsy	12745168	12745253	86
CP002686.1	12745168	12745589	595	LTR_96-LTR	LTR/Gypsy	12745347	12746035	1308	LTR_49-LTR	LTR/Gypsy	12745347	12745589	243
CP002686.1	12747265	12747963	1496	LTR_49-LTR	LTR/Gypsy	12747721	12748448	704	LTR_96-LTR	LTR/Gypsy	12747721	12747963	243
CP002686.1	12754758	12755122	336	LTR_49-LTR	LTR/Gypsy	12755032	12755473	540	LTR_96-LTR	LTR/Gypsy	12755032	12755122	91
CP002686.1	12755032	12755473	540	LTR_96-LTR	LTR/Gypsy	12755237	12755926	1478	LTR_49-LTR	LTR/Gypsy	12755237	12755473	237
CP002686.1	12758956	12759944	7705	LTR_49-LTR	LTR/Gypsy	12759927	12760207	1955	LTR_49-LTR	LTR/Gypsy	12759927	12759944	18
CP002686.1	12760312	12761147	6052	LTR_171-int	LTR/Gypsy	12761140	12762251	8382	LTR_171-int	LTR/Gypsy	12761140	12761147	8
CP002686.1	12762515	12763335	1222	Homology_Non_LTR_14	LINE/L1	12762570	12765492	3077	Homology_Non_LTR_13	LINE/L1	12762570	12763335	766
CP002686.1	12789182	12790989	2664	Homology_Non_LTR_12	LINE/L1	12790877	12791040	288	Homology_Non_LTR_2	LINE/L1	12790877	12790989	113
CP002686.1	12818526	12819012	3609	Homology_Non_LTR_0	LINE/L1	12818542	12819808	1815	Homology_Non_LTR_7	LINE/L1	12818542	12819012	471
CP002686.1	12828694	12829028	315	LTR_227-int	LTR/Gypsy	12828808	12829045	428	LTR_171-int	LTR/Gypsy	12828808	12829028	221
CP002686.1	12829160	12829319	339	LTR_145-int	LTR/Gypsy	12829231	12829346	370	LTR_227-int	LTR/Gypsy	12829231	12829319	89
CP002686.1	12854752	12860240	45907	LTR_183-int	LTR/Gypsy	12858241	12860745	20984	LTR_184-int	LTR/Gypsy	12858241	12860240	2000
CP002686.1	12858241	12860745	20984	LTR_184-int	LTR/Gypsy	12860709	12861862	8817	LTR_99-LTR	LTR/Gypsy	12860709	12860745	37
CP002686.1	12883564	12884026	629	TIR_3	Unknown	12883852	12884077	614	Helitron_20	RC/Helitron	12883852	12884026	175
CP002686.1	12917701	12918514	2807	TIR_71	DNA/PIF-Harbinger	12918393	12918561	351	TIR_101	DNA/TcMar	12918393	12918514	122
CP002686.1	12939643	12939871	903	LTR_171-int	LTR/Gypsy	12939859	12940245	2388	LTR_171-int	LTR/Gypsy	12939859	12939871	13
CP002686.1	12940493	12940614	415	LTR_96-LTR	LTR/Gypsy	12940614	12940775	320	LTR_171-int	LTR/Gypsy	12940614	12940614	1
CP002686.1	12941696	12941836	711	LTR_191-int	LTR/Gypsy	12941831	12942039	1202	LTR_185-int	LTR/Gypsy	12941831	12941836	6
CP002686.1	12943214	12944705	9519	LTR_185-int	LTR/Gypsy	12944702	12946258	9629	LTR_185-int	LTR/Gypsy	12944702	12944705	4
CP002686.1	12946311	12946651	2449	LTR_13-LTR	LTR/Gypsy	12946632	12947452	3189	LTR_189-int	LTR/Gypsy	12946632	12946651	20
CP002686.1	12960374	12961528	9055	LTR_99-LTR	LTR/Gypsy	12961512	12962439	7607	LTR_184-int	LTR/Gypsy	12961512	12961528	17
CP002686.1	12961512	12962439	7607	LTR_184-int	LTR/Gypsy	12962434	12965112	22163	LTR_184-int	LTR/Gypsy	12962434	12962439	6
CP002686.1	12962434	12965112	22163	LTR_184-int	LTR/Gypsy	12965070	12967008	16866	LTR_183-int	LTR/Gypsy	12965070	12965112	43
CP002686.1	12984168	12987662	18829	LTR_228-int	LTR/Gypsy	12984170	12991901	30814	LTR_229-int	LTR/Gypsy	12984170	12987662	3493
CP002686.1	13035776	13036367	1053	Homology_Non_LTR_7	LINE/L1	13035947	13036379	1110	Homology_Non_LTR_8	LINE/L1	13035947	13036367	421
CP002686.1	13054009	13054116	226	Homology_Non_LTR_12	LINE/L1	13054049	13054214	343	Homology_Non_LTR_10	LINE/L1	13054049	13054116	68
CP002686.1	13054499	13055911	2005	Homology_Non_LTR_2	LINE/L1	13055307	13056250	535	Homology_Non_LTR_5	LINE/L1	13055307	13055911	605
CP002686.1	13112436	13113795	1680	Homology_Non_LTR_14	LINE/L1	13112747	13113854	1965	Homology_Non_LTR_13	LINE/L1	13112747	13113795	1049
CP002686.1	13116143	13116285	985	LTR_150-int	LTR/Gypsy	13116266	13122794	31897	LTR_150-int	LTR/Gypsy	13116266	13116285	20
CP002686.1	13143623	13146261	6571	LTR_154-int	LTR/Gypsy	13144861	13148828	25570	LTR_153-int	LTR/Gypsy	13144861	13146261	1401
CP002686.1	13144861	13148828	25570	LTR_153-int	LTR/Gypsy	13148824	13149370	4186	LTR_153-int	LTR/Gypsy	13148824	13148828	5
CP002686.1	13144861	13148828	25570	LTR_153-int	LTR/Gypsy	13148825	13150279	3734	LTR_154-int	LTR/Gypsy	13148825	13148828	4
CP002686.1	13148824	13149370	4186	LTR_153-int	LTR/Gypsy	13148825	13150279	3734	LTR_154-int	LTR/Gypsy	13148825	13149370	546
CP002686.1	13148825	13150279	3734	LTR_154-int	LTR/Gypsy	13149414	13150822	9982	LTR_153-int	LTR/Gypsy	13149414	13150279	866
CP002686.1	13157137	13160030	11634	LTR_153-int	LTR/Gypsy	13160026	13162505	17604	LTR_153-int	LTR/Gypsy	13160026	13160030	5
CP002686.1	13160026	13162505	17604	LTR_153-int	LTR/Gypsy	13162502	13162971	2669	LTR_153-int	LTR/Gypsy	13162502	13162505	4
CP002686.1	13162502	13162971	2669	LTR_153-int	LTR/Gypsy	13162959	13164426	5498	LTR_154-int	LTR/Gypsy	13162959	13162971	13
CP002686.1	13162959	13164426	5498	LTR_154-int	LTR/Gypsy	13163341	13164427	7960	LTR_153-int	LTR/Gypsy	13163341	13164426	1086
CP002686.1	13173415	13175132	12779	Homology_Non_LTR_0	LINE/L1	13174435	13175934	2048	Homology_Non_LTR_7	LINE/L1	13174435	13175132	698
CP002686.1	13174435	13175934	2048	Homology_Non_LTR_7	LINE/L1	13175913	13176125	337	Homology_Non_LTR_2	LINE/L1	13175913	13175934	22
CP002686.1	13192510	13192937	3648	LTR_206-int	LTR/Gypsy	13192937	13194564	13231	LTR_97-LTR	LTR/Gypsy	13192937	13192937	1
CP002686.1	13245775	13249076	26967	LTR_186-int	LTR/Gypsy	13249074	13251393	18054	LTR_186-int	LTR/Gypsy	13249074	13249076	3
CP002686.1	13270064	13270525	558	TIR_3	Unknown	13270352	13270576	620	Helitron_20	RC/Helitron	13270352	13270525	174
CP002686.1	13280126	13280352	319	LTR_209-int	LTR/Copia	13280163	13280517	404	LTR_151-int	LTR/Copia	13280163	13280352	190
CP002686.1	13295312	13295442	374	TIR_3	Unknown	13295314	13295462	326	Helitron_16	RC/Helitron	13295314	13295442	129
CP002686.1	13295835	13296309	533	TIR_3	Unknown	13296135	13296359	582	Helitron_20	RC/Helitron	13296135	13296309	175
CP002686.1	13307747	13309294	9555	TIR_60	DNA/CMC-EnSpm	13309065	13309453	901	TIR_111	DNA/CMC-EnSpm	13309065	13309294	230
CP002686.1	13361586	13364554	21564	LTR_255-int	LTR/Copia	13364551	13367777	24274	LTR_255-int	LTR/Copia	13364551	13364554	4
CP002686.1	13370610	13370852	308	LTR_242-int	LTR/Copia	13370651	13371165	869	LTR_179-int	LTR/Copia	13370651	13370852	202
CP002686.1	13410922	13412098	9280	LTR_113-LTR	LTR/Gypsy	13412093	13413525	10130	LTR_144-LTR	LTR/Gypsy	13412093	13412098	6
CP002686.1	13428161	13428682	935	LTR_83-LTR	LTR/Gypsy	13428681	13429592	6702	LTR_205-int	LTR/Gypsy	13428681	13428682	2
CP002686.1	13428681	13429592	6702	LTR_205-int	LTR/Gypsy	13429520	13429765	1132	LTR_145-int	LTR/Gypsy	13429520	13429592	73
CP002686.1	13432577	13433516	778	LTR_234-int	LTR/Gypsy	13432682	13433781	591	LTR_159-int	LTR/Gypsy	13432682	13433516	835
CP002686.1	13438303	13439670	4662	LTR_229-int	LTR/Gypsy	13439427	13439701	716	LTR_145-int	LTR/Gypsy	13439427	13439670	244
CP002686.1	13438303	13439670	4662	LTR_229-int	LTR/Gypsy	13439665	13440045	1401	LTR_113-LTR	LTR/Gypsy	13439665	13439670	6
CP002686.1	13439427	13439701	716	LTR_145-int	LTR/Gypsy	13439665	13440045	1401	LTR_113-LTR	LTR/Gypsy	13439665	13439701	37
CP002686.1	13494198	13494304	515	TIR_32	DNA/Crypton	13494200	13494335	254	TIR_42	Unknown	13494200	13494304	105
CP002686.1	13502598	13502817	1043	TIR_69	DNA/CMC-EnSpm	13502813	13503060	1062	TIR_69	DNA/CMC-EnSpm	13502813	13502817	5
CP002686.1	13503094	13503570	1367	TIR_69	DNA/CMC-EnSpm	13503569	13503825	913	TIR_69	DNA/CMC-EnSpm	13503569	13503570	2
CP002686.1	13515911	13517066	9423	LTR_20-LTR	LTR/Gypsy	13517063	13517333	2419	LTR_20-LTR	LTR/Gypsy	13517063	13517066	4
CP002686.1	13519995	13524107	24367	LTR_211-int	LTR/Gypsy	13524104	13524638	952	LTR_49-LTR	LTR/Gypsy	13524104	13524107	4
CP002686.1	13547857	13548172	388	LTR_49-LTR	LTR/Gypsy	13548130	13548556	695	LTR_96-LTR	LTR/Gypsy	13548130	13548172	43
CP002686.1	13548130	13548556	695	LTR_96-LTR	LTR/Gypsy	13548314	13549012	1489	LTR_49-LTR	LTR/Gypsy	13548314	13548556	243
CP002686.1	13549013	13549336	1875	LTR_28-LTR	LTR/Gypsy	13549334	13550247	5794	LTR_28-LTR	LTR/Gypsy	13549334	13549336	3
CP002686.1	13549334	13550247	5794	LTR_28-LTR	LTR/Gypsy	13550247	13551966	10051	LTR_205-int	LTR/Gypsy	13550247	13550247	1
CP002686.1	13551978	13552667	4296	LTR_197-int	LTR/Gypsy	13552008	13553264	3349	LTR_150-int	LTR/Gypsy	13552008	13552667	660
CP002686.1	13552008	13553264	3349	LTR_150-int	LTR/Gypsy	13553114	13553369	1588	LTR_145-int	LTR/Gypsy	13553114	13553264	151
CP002686.1	13553447	13553586	549	LTR_145-int	LTR/Gypsy	13553506	13553607	282	LTR_227-int	LTR/Gypsy	13553506	13553586	81
CP002686.1	13555323	13556135	4671	LTR_28-LTR	LTR/Gypsy	13555798	13556158	3927	LTR_134-LTR	LTR/Gypsy	13555798	13556135	338
CP002686.1	13579083	13579594	847	TIR_69	DNA/CMC-EnSpm	13579591	13579977	1371	TIR_69	DNA/CMC-EnSpm	13579591	13579594	4
CP002686.1	13580737	13580973	1351	LTR_28-LTR	LTR/Gypsy	13580973	13584164	14875	LTR_205-int	LTR/Gypsy	13580973	13580973	1
CP002686.1	13580973	13584164	14875	LTR_205-int	LTR/Gypsy	13583799	13585513	10073	LTR_197-int	LTR/Gypsy	13583799	13584164	366
CP002686.1	13601672	13602817	9508	LTR_229-int	LTR/Gypsy	13602813	13603553	4044	LTR_211-int	LTR/Gypsy	13602813	13602817	5
CP002686.1	13616636	13616906	715	LTR_210-int	LTR/Gypsy	13616694	13619467	19084	LTR_211-int	LTR/Gypsy	13616694	13616906	213
CP002686.1	13622670	13628384	48022	LTR_146-int	LTR/Gypsy	13628382	13628944	4844	LTR_211-int	LTR/Gypsy	13628382	13628384	3
CP002686.1	13630248	13631046	6560	LTR_229-int	LTR/Gypsy	13631036	13632979	19929	LTR_229-int	LTR/Gypsy	13631036	13631046	11
CP002686.1	13652937	13654563	12245	LTR_134-LTR	LTR/Gypsy	13653245	13654839	12558	LTR_133-LTR	LTR/Gypsy	13653245	13654563	1319
CP002686.1	13672031	13672391	3910	LTR_134-LTR	LTR/Gypsy	13672112	13672905	4341	LTR_28-LTR	LTR/Gypsy	13672112	13672391	280
CP002686.1	13802979	13805509	15112	LTR_197-int	LTR/Gypsy	13805058	13806173	3154	LTR_150-int	LTR/Gypsy	13805058	13805509	452
CP002686.1	13821633	13823342	10815	LTR_28-LTR	LTR/Gypsy	13823342	13823948	3376	Helitron_0	RC/Helitron	13823342	13823342	1
CP002686.1	13826411	13826658	3174	LTR_150-int	LTR/Gypsy	13826544	13827326	6491	LTR_197-int	LTR/Gypsy	13826544	13826658	115
CP002686.1	13880300	13880691	2545	LTR_200-int	LTR/Gypsy	13880685	13882806	10501	LTR_200-int	LTR/Gypsy	13880685	13880691	7
CP002686.1	13905858	13906080	1144	LTR_210-int	LTR/Gypsy	13906075	13909752	16020	LTR_211-int	LTR/Gypsy	13906075	13906080	6
CP002686.1	13906075	13909752	16020	LTR_211-int	LTR/Gypsy	13909559	13909846	358	LTR_210-int	LTR/Gypsy	13909559	13909752	194
CP002686.1	13914059	13915139	6927	LTR_20-LTR	LTR/Gypsy	13915117	13915351	1889	LTR_133-LTR	LTR/Gypsy	13915117	13915139	23
CP002686.1	13923349	13923613	601	LTR_75-LTR	LTR/Gypsy	13923587	13924352	1318	LTR_241-int	LTR/Gypsy	13923587	13923613	27
CP002686.1	13936289	13940034	16129	LTR_172-int	LTR/Gypsy	13939916	13940048	374	LTR_241-int	LTR/Gypsy	13939916	13940034	119
CP002686.1	13948033	13949708	7595	LTR_148-int	LTR/Gypsy	13949703	13950698	5844	LTR_113-LTR	LTR/Gypsy	13949703	13949708	6
CP002686.1	13951000	13953526	13147	LTR_210-int	LTR/Gypsy	13953523	13954670	7021	LTR_211-int	LTR/Gypsy	13953523	13953526	4
CP002686.1	13965512	13965705	438	LTR_211-int	LTR/Gypsy	13965701	13966228	3310	LTR_211-int	LTR/Gypsy	13965701	13965705	5
CP002686.1	13965701	13966228	3310	LTR_211-int	LTR/Gypsy	13966222	13966365	831	LTR_211-int	LTR/Gypsy	13966222	13966228	7
CP002686.1	13968132	13969082	5965	LTR_211-int	LTR/Gypsy	13968134	13969196	4789	LTR_145-int	LTR/Gypsy	13968134	13969082	949
CP002686.1	13970103	13971711	4282	LTR_229-int	LTR/Gypsy	13970302	13973610	11124	LTR_228-int	LTR/Gypsy	13970302	13971711	1410
CP002686.1	13995468	13997236	13313	LTR_227-int	LTR/Gypsy	13997198	13997328	518	LTR_145-int	LTR/Gypsy	13997198	13997236	39
CP002686.1	13997332	13997437	443	LTR_227-int	LTR/Gypsy	13997406	13997661	1448	LTR_145-int	LTR/Gypsy	13997406	13997437	32
CP002686.1	13997406	13997661	1448	LTR_145-int	LTR/Gypsy	13997511	13998779	3198	LTR_227-int	LTR/Gypsy	13997511	13997661	151
CP002686.1	13997511	13998779	3198	LTR_227-int	LTR/Gypsy	13998106	13999586	7847	LTR_197-int	LTR/Gypsy	13998106	13998779	674
CP002686.1	14001846	14002181	1488	TIR_13	DNA/PIF-Harbinger	14001864	14002228	486	TIR_16	DNA/PIF-Harbinger	14001864	14002181	318
CP002686.1	14001846	14002181	1488	TIR_13	DNA/PIF-Harbinger	14001894	14002355	349	TIR_10	Unknown	14001894	14002181	288
CP002686.1	14001846	14002181	1488	TIR_13	DNA/PIF-Harbinger	14001964	14002427	502	TIR_10	Unknown	14001964	14002181	218
CP002686.1	14001846	14002181	1488	TIR_13	DNA/PIF-Harbinger	14002080	14002553	490	TIR_10	Unknown	14002080	14002181	102
CP002686.1	14001864	14002228	486	TIR_16	DNA/PIF-Harbinger	14001894	14002355	349	TIR_10	Unknown	14001894	14002228	335
CP002686.1	14001864	14002228	486	TIR_16	DNA/PIF-Harbinger	14001964	14002427	502	TIR_10	Unknown	14001964	14002228	265
CP002686.1	14001864	14002228	486	TIR_16	DNA/PIF-Harbinger	14002080	14002553	490	TIR_10	Unknown	14002080	14002228	149
CP002686.1	14001864	14002228	486	TIR_16	DNA/PIF-Harbinger	14002182	14002564	758	TIR_38	Unknown	14002182	14002228	47
CP002686.1	14001894	14002355	349	TIR_10	Unknown	14001964	14002427	502	TIR_10	Unknown	14001964	14002355	392
CP002686.1	14001894	14002355	349	TIR_10	Unknown	14002080	14002553	490	TIR_10	Unknown	14002080	14002355	276
CP002686.1	14001894	14002355	349	TIR_10	Unknown	14002182	14002564	758	TIR_38	Unknown	14002182	14002355	174
CP002686.1	14001964	14002427	502	TIR_10	Unknown	14002080	14002553	490	TIR_10	Unknown	14002080	14002427	348
CP002686.1	14001964	14002427	502	TIR_10	Unknown	14002182	14002564	758	TIR_38	Unknown	14002182	14002427	246
CP002686.1	14002080	14002553	490	TIR_10	Unknown	14002182	14002564	758	TIR_38	Unknown	14002182	14002553	372
CP002686.1	14015932	14017137	6595	LTR_197-int	LTR/Gypsy	14016485	14017718	2949	LTR_150-int	LTR/Gypsy	14016485	14017137	653
CP002686.1	14016485	14017718	2949	LTR_150-int	LTR/Gypsy	14017695	14019019	10397	TIR_110	DNA/CMC-EnSpm	14017695	14017718	24
CP002686.1	14024056	14024855	918	LTR_49-LTR	LTR/Gypsy	14024603	14025018	688	LTR_96-LTR	LTR/Gypsy	14024603	14024855	253
CP002686.1	14026692	14027593	4422	LTR_189-int	LTR/Gypsy	14027572	14029586	15467	LTR_13-LTR	LTR/Gypsy	14027572	14027593	22
CP002686.1	14027572	14029586	15467	LTR_13-LTR	LTR/Gypsy	14029585	14030039	684	LTR_241-int	LTR/Gypsy	14029585	14029586	2
CP002686.1	14035161	14036420	7042	LTR_153-int	LTR/Gypsy	14036409	14036982	2687	LTR_153-int	LTR/Gypsy	14036409	14036420	12
CP002686.1	14036409	14036982	2687	LTR_153-int	LTR/Gypsy	14036448	14037065	1557	LTR_154-int	LTR/Gypsy	14036448	14036982	535
CP002686.1	14037258	14038627	5490	LTR_153-int	LTR/Gypsy	14038615	14039262	2303	LTR_153-int	LTR/Gypsy	14038615	14038627	13
CP002686.1	14039723	14039854	501	LTR_206-int	LTR/Gypsy	14039737	14040048	1850	LTR_172-int	LTR/Gypsy	14039737	14039854	118
CP002686.1	14039737	14040048	1850	LTR_172-int	LTR/Gypsy	14040047	14041234	2121	LTR_202-int	LTR/Gypsy	14040047	14040048	2
CP002686.1	14041799	14042069	4979	LTR_184-int	LTR/Gypsy	14042068	14043222	8808	LTR_99-LTR	LTR/Gypsy	14042068	14042069	2
CP002686.1	14057112	14057218	636	LTR_15-LTR	LTR/Gypsy	14057125	14057687	4331	TIR_17	Unknown	14057125	14057218	94
CP002686.1	14113092	14114199	2580	LTR_186-int	LTR/Gypsy	14114023	14114221	309	LTR_200-int	LTR/Gypsy	14114023	14114199	177
CP002686.1	14115704	14115959	310	LTR_186-int	LTR/Gypsy	14115818	14115968	323	LTR_200-int	LTR/Gypsy	14115818	14115959	142
CP002686.1	14122687	14123196	569	LTR_153-int	LTR/Gypsy	14123166	14123413	305	LTR_215-int	LTR/Gypsy	14123166	14123196	31
CP002686.1	14147326	14150913	25781	LTR_211-int	LTR/Gypsy	14150908	14151732	5538	LTR_211-int	LTR/Gypsy	14150908	14150913	6
CP002686.1	14151798	14152015	416	LTR_210-int	LTR/Gypsy	14151973	14155769	26366	LTR_211-int	LTR/Gypsy	14151973	14152015	43
CP002686.1	14159222	14159640	2338	LTR_71-LTR	LTR/Gypsy	14159483	14159679	227	LTR_133-LTR	LTR/Gypsy	14159483	14159640	158
CP002686.1	14160835	14163526	11855	LTR_160-int	LTR/Gypsy	14163524	14163831	1352	LTR_160-int	LTR/Gypsy	14163524	14163526	3
CP002686.1	14163524	14163831	1352	LTR_160-int	LTR/Gypsy	14163815	14164448	1753	LTR_160-int	LTR/Gypsy	14163815	14163831	17
CP002686.1	14168766	14168915	457	LTR_25-LTR	LTR/Gypsy	14168912	14169123	1581	LTR_171-int	LTR/Gypsy	14168912	14168915	4
CP002686.1	14235527	14237745	18723	LTR_153-int	LTR/Gypsy	14237740	14238485	6198	LTR_153-int	LTR/Gypsy	14237740	14237745	6
CP002686.1	14237740	14238485	6198	LTR_153-int	LTR/Gypsy	14237752	14238749	3102	LTR_215-int	LTR/Gypsy	14237752	14238485	734
CP002686.1	14259396	14260360	4032	LTR_171-int	LTR/Gypsy	14260348	14261715	6044	LTR_172-int	LTR/Gypsy	14260348	14260360	13
CP002686.1	14272660	14272897	1740	Helitron_16	RC/Helitron	14272758	14272918	318	TIR_3	Unknown	14272758	14272897	140
CP002686.1	14299615	14299855	722	Helitron_29	RC/Helitron	14299853	14300835	6696	LTR_171-int	LTR/Gypsy	14299853	14299855	3
CP002686.1	14391571	14391690	331	LTR_206-int	LTR/Gypsy	14391584	14395077	19764	LTR_172-int	LTR/Gypsy	14391584	14391690	107
CP002686.1	14391584	14395077	19764	LTR_172-int	LTR/Gypsy	14395063	14395361	1321	LTR_172-int	LTR/Gypsy	14395063	14395077	15
CP002686.1	14399767	14400382	2035	TIR_9	Unknown	14400282	14400546	1250	TIR_39	Unknown	14400282	14400382	101
CP002686.1	14406015	14406701	5130	LTR_113-LTR	LTR/Gypsy	14406699	14407198	4002	LTR_113-LTR	LTR/Gypsy	14406699	14406701	3
CP002686.1	14407201	14407357	1276	LTR_229-int	LTR/Gypsy	14407351	14409642	12393	LTR_229-int	LTR/Gypsy	14407351	14407357	7
CP002686.1	14409644	14410301	5229	LTR_134-LTR	LTR/Gypsy	14410298	14411463	9070	LTR_133-LTR	LTR/Gypsy	14410298	14410301	4
CP002686.1	14418153	14418762	4366	TIR_32	DNA/Crypton	14418762	14419042	1733	TIR_32	DNA/Crypton	14418762	14418762	1
CP002686.1	14421915	14424444	18779	LTR_229-int	LTR/Gypsy	14424428	14427110	9247	LTR_229-int	LTR/Gypsy	14424428	14424444	17
