chrom	chrom_key	start	end	window_length	ATHILA_bp	ATHILA_density	REINA_bp	REINA_density	TAT_bp	TAT_density	TEKAY-DEL_bp	TEKAY-DEL_density	Unknown_bp	Unknown_density	GENE_bp	GENE_density
CP002685.1	1	10600000	11600000	1000000	171593	0.171593	7483	0.007483	130617	0.130617	56314	0.056314	64956	0.064956	2287199	2.287199
CP002685.1	1	10700000	11700000	1000000	191385	0.191385	7735	0.007735	139787	0.139787	60911	0.060911	69088	0.069088	2236036	2.236036
CP002685.1	1	10800000	11800000	1000000	211914	0.211914	7409	0.007409	149628	0.149628	53808	0.053808	65286	0.065286	2186197	2.186197
CP002685.1	1	10900000	11900000	1000000	256249	0.256249	13385	0.013385	157163	0.157163	51991	0.051991	70448	0.070448	2103042	2.103042
CP002685.1	1	11000000	12000000	1000000	313514	0.313514	13385	0.013385	157163	0.157163	49207	0.049207	68039	0.068039	2079379	2.079379
CP002685.1	1	11100000	12100000	1000000	355166	0.355166	18104	0.018104	120420	0.12042	48089	0.048089	75146	0.075146	2079666	2.079666
CP002685.1	1	11200000	12200000	1000000	388481	0.388481	18104	0.018104	116685	0.116685	45265	0.045265	70643	0.070643	2067424	2.067424
CP002685.1	1	11300000	12300000	1000000	445201	0.445201	18104	0.018104	149075	0.149075	45182	0.045182	74903	0.074903	1990380	1.99038
CP002685.1	1	11400000	12400000	1000000	460751	0.460751	14562	0.014562	139305	0.139305	30383	0.030383	79543	0.079543	1972173	1.972173
CP002685.1	1	11500000	12500000	1000000	480039	0.480039	14562	0.014562	130365	0.130365	33501	0.033501	77739	0.077739	1933100	1.9331
CP002685.1	1	11600000	12600000	1000000	489507	0.489507	18588	0.018588	117943	0.117943	43338	0.043338	76237	0.076237	1939637	1.939637
CP002685.1	1	11700000	12700000	1000000	493320	0.49332	18789	0.018789	126163	0.126163	45395	0.045395	80247	0.080247	1966673	1.966673
CP002685.1	1	11800000	12800000	1000000	500596	0.500596	18890	0.01889	149575	0.149575	55118	0.055118	91114	0.091114	1933634	1.933634
CP002685.1	1	11900000	12900000	1000000	459509	0.459509	12560	0.01256	146554	0.146554	69019	0.069019	92359	0.092359	1903791	1.903791
CP002685.1	1	12000000	13000000	1000000	436717	0.436717	12560	0.01256	180050	0.18005	77624	0.077624	98372	0.098372	1894491	1.894491
CP002685.1	1	12100000	13100000	1000000	423241	0.423241	17808	0.017808	185693	0.185693	82555	0.082555	98165	0.098165	1891893	1.891893
CP002685.1	1	12200000	13200000	1000000	380865	0.380865	18265	0.018265	206565	0.206565	100344	0.100344	101377	0.101377	1887456	1.887456
CP002685.1	1	12300000	13300000	1000000	326449	0.326449	18265	0.018265	183119	0.183119	96467	0.096467	103383	0.103383	1877383	1.877383
CP002685.1	1	12400000	13400000	1000000	303584	0.303584	27640	0.02764	178188	0.178188	104038	0.104038	94312	0.094312	1890104	1.890104
CP002685.1	1	12500000	13500000	1000000	285197	0.285197	28993	0.028993	178913	0.178913	99640	0.09964	87189	0.087189	1920340	1.92034
CP002685.1	1	12600000	13600000	1000000	286355	0.286355	21846	0.021846	160571	0.160571	98035	0.098035	97791	0.097791	1929587	1.929587
CP002685.1	1	12700000	13700000	1000000	321641	0.321641	30656	0.030656	143432	0.143432	99520	0.09952	96191	0.096191	1900006	1.900006
CP002685.1	1	12800000	13800000	1000000	306644	0.306644	35416	0.035416	125487	0.125487	88642	0.088642	85865	0.085865	1907100	1.9071
CP002685.1	1	12900000	13900000	1000000	318866	0.318866	40738	0.040738	141825	0.141825	90332	0.090332	89563	0.089563	1951199	1.951199
CP002685.1	1	13000000	14000000	1000000	361721	0.361721	40738	0.040738	118123	0.118123	89147	0.089147	89295	0.089295	1938897	1.938897
CP002685.1	1	13100000	14100000	1000000	357832	0.357832	36201	0.036201	121533	0.121533	84306	0.084306	90081	0.090081	1956812	1.956812
CP002685.1	1	13200000	14200000	1000000	380171	0.380171	35744	0.035744	99161	0.099161	64741	0.064741	83666	0.083666	1952717	1.952717
CP002685.1	1	13300000	14300000	1000000	437151	0.437151	35744	0.035744	107012	0.107012	64741	0.064741	78094	0.078094	1996172	1.996172
CP002685.1	1	13400000	14400000	1000000	485437	0.485437	26369	0.026369	107538	0.107538	56202	0.056202	79358	0.079358	1969799	1.969799
CP002685.1	1	13500000	14500000	1000000	553885	0.553885	25016	0.025016	99302	0.099302	60518	0.060518	93555	0.093555	1933257	1.933257
CP002685.1	1	13600000	14600000	1000000	558322	0.558322	25917	0.025917	99951	0.099951	62222	0.062222	86666	0.086666	1895395	1.895395
CP002685.1	1	13700000	14700000	1000000	500140	0.50014	16654	0.016654	102606	0.102606	53427	0.053427	84396	0.084396	1882685	1.882685
CP002685.1	1	13800000	14800000	1000000	490489	0.490489	13002	0.013002	87298	0.087298	55900	0.0559	85962	0.085962	1922792	1.922792
CP002685.1	1	13900000	14900000	1000000	540073	0.540073	10865	0.010865	76761	0.076761	40309	0.040309	77168	0.077168	1905463	1.905463
CP002685.1	1	14000000	15000000	1000000	483589	0.483589	13998	0.013998	67994	0.067994	32889	0.032889	70391	0.070391	1941679	1.941679
CP002685.1	1	14100000	15100000	1000000	480892	0.480892	8885	0.008885	65754	0.065754	28499	0.028499	70800	0.0708	1933991	1.933991
CP002685.1	1	14200000	15200000	1000000	487925	0.487925	8885	0.008885	72038	0.072038	24146	0.024146	71413	0.071413	1940240	1.94024
CP002685.1	1	14300000	15300000	1000000	427992	0.427992	8885	0.008885	78932	0.078932	24146	0.024146	69049	0.069049	1970961	1.970961
CP002685.1	1	14400000	15400000	1000000	364135	0.364135	8885	0.008885	100824	0.100824	25114	0.025114	61161	0.061161	2010286	2.010286
CP002685.1	1	14500000	15500000	1000000	339100	0.3391	8885	0.008885	108432	0.108432	27663	0.027663	46945	0.046945	2036398	2.036398
CP002685.1	1	14600000	15600000	1000000	348396	0.348396	18102	0.018102	139783	0.139783	25185	0.025185	46099	0.046099	2069249	2.069249
CP002685.1	1	14700000	15700000	1000000	352944	0.352944	18102	0.018102	147631	0.147631	26403	0.026403	48452	0.048452	2109909	2.109909
CP002685.1	1	14800000	15800000	1000000	369527	0.369527	16893	0.016893	147631	0.147631	26046	0.026046	60856	0.060856	2127081	2.127081
CP002685.1	1	14900000	15900000	1000000	338577	0.338577	18184	0.018184	130008	0.130008	34801	0.034801	67651	0.067651	2177254	2.177254
CP002685.1	1	15000000	16000000	1000000	319365	0.319365	15051	0.015051	129479	0.129479	34801	0.034801	65652	0.065652	2204838	2.204838
CP002685.1	1	15100000	16100000	1000000	297357	0.297357	14594	0.014594	122382	0.122382	39016	0.039016	61000	0.061	2271733	2.271733
CP002685.1	1	15200000	16200000	1000000	259551	0.259551	14594	0.014594	101978	0.101978	40494	0.040494	58374	0.058374	2360961	2.360961
CP002685.1	1	15300000	16300000	1000000	249199	0.249199	14594	0.014594	79767	0.079767	40494	0.040494	54645	0.054645	2401161	2.401161
CP002685.1	1	15400000	16400000	1000000	236123	0.236123	17256	0.017256	60962	0.060962	56480	0.05648	54645	0.054645	2473001	2.473001
CP002685.1	1	15500000	16500000	1000000	155770	0.15577	17256	0.017256	51297	0.051297	45592	0.045592	55262	0.055262	2569659	2.569659
CP002685.1	1	15600000	16600000	1000000	122257	0.122257	7138	0.007138	20838	0.020838	38134	0.038134	47956	0.047956	2588925	2.588925
CP002685.1	1	15700000	16700000	1000000	110797	0.110797	9238	0.009238	22986	0.022986	36593	0.036593	39036	0.039036	2657279	2.657279
CP002685.1	1	15800000	16800000	1000000	75332	0.075332	9570	0.00957	23896	0.023896	34477	0.034477	22953	0.022953	2711728	2.711728
CP002685.1	1	15900000	16900000	1000000	41228	0.041228	5094	0.005094	23794	0.023794	25722	0.025722	14329	0.014329	2782254	2.782254
CP002685.1	1	16000000	17000000	1000000	39596	0.039596	5094	0.005094	23783	0.023783	25722	0.025722	14329	0.014329	2841464	2.841464
CP002685.1	1	16100000	17100000	1000000	27322	0.027322	5094	0.005094	23259	0.023259	18608	0.018608	9215	0.009215	2866457	2.866457
CP002685.1	1	16200000	17200000	1000000	17813	0.017813	5094	0.005094	22747	0.022747	18063	0.018063	7295	0.007295	2915166	2.915166
CP002685.1	1	16300000	17300000	1000000	14788	0.014788	5094	0.005094	25253	0.025253	18847	0.018847	8267	0.008267	2919477	2.919477
CP002685.1	1	16400000	17400000	1000000	14788	0.014788	2432	0.002432	24159	0.024159	1717	0.001717	6239	0.006239	2969200	2.9692
CP002685.1	1	16500000	17500000	1000000	15892	0.015892	3510	0.00351	24117	0.024117	1717	0.001717	4220	0.00422	2933944	2.933944
CP002685.1	1	16600000	17600000	1000000	1104	0.001104	3510	0.00351	22576	0.022576	1717	0.001717	4973	0.004973	3011689	3.011689
CP002685.1	1	16700000	17700000	1000000	1104	0.001104	1410	0.00141	8914	0.008914	1717	0.001717	4700	0.0047	3045393	3.045393
CP002685.1	1	16800000	17800000	1000000	1104	0.001104	1078	0.001078	8004	0.008004	2878	0.002878	4700	0.0047	3068234	3.068234
CP002685.1	1	16900000	17900000	1000000	1104	0.001104	1782	0.001782	8004	0.008004	2878	0.002878	5177	0.005177	3103574	3.103574
CP002685.1	1	17000000	18000000	1000000	1104	0.001104	1782	0.001782	7517	0.007517	2878	0.002878	5297	0.005297	3160905	3.160905
CP002685.1	1	17100000	18100000	1000000	1104	0.001104	1782	0.001782	7517	0.007517	2878	0.002878	4300	0.0043	3224828	3.224828
CP002685.1	1	17200000	18200000	1000000	1104	0.001104	1782	0.001782	7517	0.007517	1945	0.001945	4300	0.0043	3245395	3.245395
CP002685.1	1	17300000	18300000	1000000	1104	0.001104	1782	0.001782	3072	0.003072	1161	0.001161	5052	0.005052	3318293	3.318293
CP002685.1	1	17400000	18400000	1000000	1104	0.001104	1782	0.001782	450	0.00045	1161	0.001161	5035	0.005035	3343582	3.343582
CP002685.1	1	17500000	18500000	1000000	0	0.0	704	0.000704	0	0.0	1161	0.001161	3588	0.003588	3406520	3.40652
CP002685.1	1	17600000	18600000	1000000	0	0.0	704	0.000704	0	0.0	1161	0.001161	2835	0.002835	3416276	3.416276
CP002685.1	1	17700000	18700000	1000000	0	0.0	704	0.000704	330	0.00033	1161	0.001161	2835	0.002835	3361394	3.361394
CP002685.1	1	17800000	18800000	1000000	0	0.0	704	0.000704	330	0.00033	0	0.0	2835	0.002835	3303985	3.303985
CP002685.1	1	17900000	18900000	1000000	0	0.0	0	0.0	867	0.000867	1074	0.001074	2358	0.002358	3226456	3.226456
CP002685.1	1	18000000	19000000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	2664	0.002664	3111961	3.111961
CP002685.1	1	18100000	19100000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	2664	0.002664	3026340	3.02634
CP002685.1	1	18200000	19200000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	3416	0.003416	2943735	2.943735
CP002685.1	1	18300000	19300000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1551	0.001551	2875871	2.875871
CP002685.1	1	18400000	19400000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1178	0.001178	2823926	2.823926
CP002685.1	1	18500000	19500000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1178	0.001178	2718377	2.718377
CP002685.1	1	18600000	19600000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1378	0.001378	2680872	2.680872
CP002685.1	1	18700000	19698289	998289	0	0.0	0	0.0	4167	0.0041741419568882355	1074	0.001075840763546428	1638	0.0016408074214981833	2700517	2.705145503957271
CP002685.1	1	18800000	19698289	898289	0	0.0	0	0.0	4167	0.004638818910172562	1074	0.001195606313780977	1638	0.0018234666126380264	2439638	2.7158720634450604
CP002685.1	1	18900000	19698289	798289	0	0.0	0	0.0	3630	0.004547225378277791	0	0.0	1638	0.0020518884764790697	2179994	2.730833069226809
CP002685.1	1	19000000	19698289	698289	0	0.0	0	0.0	0	0.0	0	0.0	1212	0.001735671047374368	1927845	2.7608125002685133
CP002685.1	1	19100000	19698289	598289	0	0.0	0	0.0	0	0.0	0	0.0	1212	0.0020257768402895593	1650608	2.7588807415814096
CP002685.1	1	19200000	19698289	498289	0	0.0	0	0.0	0	0.0	0	0.0	460	0.000923159050270024	1373769	2.7569723594139144
CP002685.1	1	19300000	19698289	398289	0	0.0	0	0.0	0	0.0	0	0.0	460	0.0011549402569490997	1094741	2.748609677897205
CP002685.1	1	19400000	19698289	298289	0	0.0	0	0.0	0	0.0	0	0.0	460	0.001542128606820902	806206	2.7027681208492433
CP002685.1	1	19500000	19698289	198289	0	0.0	0	0.0	0	0.0	0	0.0	460	0.0023198462849679004	570226	2.875731886287187
CP002685.1	1	19600000	19698289	98289	0	0.0	0	0.0	0	0.0	0	0.0	260	0.0026452604055387683	279139	2.8399820936218703
CP002686.1	1	0	1000000	1000000	1964	0.001964	1306	0.001306	19389	0.019389	25671	0.025671	8522	0.008522	3722888	3.722888
CP002686.1	1	100000	1100000	1000000	1964	0.001964	1306	0.001306	616	0.000616	0	0.0	673	0.000673	3685413	3.685413
CP002686.1	1	200000	1200000	1000000	1964	0.001964	1306	0.001306	616	0.000616	0	0.0	673	0.000673	3629273	3.629273
CP002686.1	1	300000	1300000	1000000	2447	0.002447	1472	0.001472	616	0.000616	0	0.0	2861	0.002861	3506377	3.506377
CP002686.1	1	400000	1400000	1000000	1173	0.001173	166	0.000166	736	0.000736	0	0.0	3186	0.003186	3463860	3.46386
CP002686.1	1	500000	1500000	1000000	1173	0.001173	166	0.000166	736	0.000736	1158	0.001158	4032	0.004032	3426889	3.426889
CP002686.1	1	600000	1600000	1000000	1173	0.001173	166	0.000166	736	0.000736	1158	0.001158	5499	0.005499	3444983	3.444983
CP002686.1	1	700000	1700000	1000000	17994	0.017994	166	0.000166	11794	0.011794	17744	0.017744	8082	0.008082	3403905	3.403905
CP002686.1	1	800000	1800000	1000000	22986	0.022986	5423	0.005423	16893	0.016893	20112	0.020112	13387	0.013387	3320362	3.320362
CP002686.1	1	900000	1900000	1000000	42900	0.0429	5423	0.005423	18885	0.018885	20521	0.020521	21143	0.021143	3213319	3.213319
CP002686.1	1	1000000	2000000	1000000	46486	0.046486	5423	0.005423	30754	0.030754	20521	0.020521	22151	0.022151	3140516	3.140516
CP002686.1	1	1100000	2100000	1000000	48900	0.0489	11285	0.011285	40535	0.040535	20657	0.020657	27008	0.027008	3080963	3.080963
CP002686.1	1	1200000	2200000	1000000	48900	0.0489	11285	0.011285	40535	0.040535	20657	0.020657	29150	0.02915	3012067	3.012067
CP002686.1	1	1300000	2300000	1000000	48601	0.048601	11119	0.011119	40535	0.040535	20657	0.020657	27743	0.027743	2987833	2.987833
CP002686.1	1	1400000	2400000	1000000	55921	0.055921	11119	0.011119	43205	0.043205	20657	0.020657	33310	0.03331	2942879	2.942879
CP002686.1	1	1500000	2500000	1000000	79812	0.079812	11828	0.011828	55929	0.055929	19499	0.019499	37412	0.037412	2944735	2.944735
CP002686.1	1	1600000	2600000	1000000	88099	0.088099	11828	0.011828	61116	0.061116	27436	0.027436	37811	0.037811	2908946	2.908946
CP002686.1	1	1700000	2700000	1000000	74666	0.074666	11828	0.011828	50240	0.05024	10850	0.01085	37522	0.037522	2902834	2.902834
CP002686.1	1	1800000	2800000	1000000	77299	0.077299	7095	0.007095	49333	0.049333	9397	0.009397	35602	0.035602	2936294	2.936294
CP002686.1	1	1900000	2900000	1000000	109835	0.109835	7548	0.007548	48927	0.048927	18355	0.018355	35877	0.035877	2942299	2.942299
CP002686.1	1	2000000	3000000	1000000	121169	0.121169	9361	0.009361	45176	0.045176	18355	0.018355	36412	0.036412	2961986	2.961986
CP002686.1	1	2100000	3100000	1000000	184573	0.184573	3499	0.003499	40777	0.040777	18968	0.018968	34329	0.034329	2910694	2.910694
CP002686.1	1	2200000	3200000	1000000	221638	0.221638	3499	0.003499	70855	0.070855	23536	0.023536	42205	0.042205	2871060	2.87106
CP002686.1	1	2300000	3300000	1000000	249271	0.249271	5177	0.005177	70855	0.070855	24720	0.02472	62392	0.062392	2854507	2.854507
CP002686.1	1	2400000	3400000	1000000	281121	0.281121	5177	0.005177	83655	0.083655	26023	0.026023	60108	0.060108	2868701	2.868701
CP002686.1	1	2500000	3500000	1000000	294940	0.29494	4468	0.004468	75646	0.075646	29248	0.029248	60202	0.060202	2821724	2.821724
CP002686.1	1	2600000	3600000	1000000	336707	0.336707	4468	0.004468	93519	0.093519	26525	0.026525	69408	0.069408	2739939	2.739939
CP002686.1	1	2700000	3700000	1000000	381243	0.381243	4468	0.004468	122553	0.122553	29316	0.029316	78143	0.078143	2705447	2.705447
CP002686.1	1	2800000	3800000	1000000	413966	0.413966	4298	0.004298	152000	0.152	29231	0.029231	82042	0.082042	2621984	2.621984
CP002686.1	1	2900000	3900000	1000000	426140	0.42614	11108	0.011108	174320	0.17432	26693	0.026693	82173	0.082173	2581123	2.581123
CP002686.1	1	3000000	4000000	1000000	456233	0.456233	13883	0.013883	203799	0.203799	28108	0.028108	90192	0.090192	2533999	2.533999
CP002686.1	1	3100000	4100000	1000000	426564	0.426564	17444	0.017444	199055	0.199055	29871	0.029871	91964	0.091964	2524423	2.524423
CP002686.1	1	3200000	4200000	1000000	456968	0.456968	17444	0.017444	183955	0.183955	29104	0.029104	97047	0.097047	2508528	2.508528
CP002686.1	1	3300000	4300000	1000000	487864	0.487864	16414	0.016414	191657	0.191657	34833	0.034833	87659	0.087659	2460082	2.460082
CP002686.1	1	3400000	4400000	1000000	486512	0.486512	16414	0.016414	196457	0.196457	33530	0.03353	85998	0.085998	2416151	2.416151
CP002686.1	1	3500000	4500000	1000000	510561	0.510561	18085	0.018085	202603	0.202603	30827	0.030827	89436	0.089436	2372219	2.372219
CP002686.1	1	3600000	4600000	1000000	514143	0.514143	18085	0.018085	199285	0.199285	33186	0.033186	89274	0.089274	2351483	2.351483
CP002686.1	1	3700000	4700000	1000000	488946	0.488946	19051	0.019051	169756	0.169756	41161	0.041161	87885	0.087885	2325141	2.325141
CP002686.1	1	3800000	4800000	1000000	501696	0.501696	20417	0.020417	153285	0.153285	42209	0.042209	92786	0.092786	2319292	2.319292
CP002686.1	1	3900000	4900000	1000000	460370	0.46037	13738	0.013738	133890	0.13389	35624	0.035624	91949	0.091949	2329378	2.329378
CP002686.1	1	4000000	5000000	1000000	455470	0.45547	9150	0.00915	112801	0.112801	36742	0.036742	87768	0.087768	2290080	2.29008
CP002686.1	1	4100000	5100000	1000000	459706	0.459706	5589	0.005589	146706	0.146706	44289	0.044289	95580	0.09558	2299565	2.299565
CP002686.1	1	4200000	5200000	1000000	422995	0.422995	5589	0.005589	145487	0.145487	49814	0.049814	87776	0.087776	2331315	2.331315
CP002686.1	1	4300000	5300000	1000000	394393	0.394393	4941	0.004941	144831	0.144831	65407	0.065407	81090	0.08109	2354137	2.354137
CP002686.1	1	4400000	5400000	1000000	371522	0.371522	4941	0.004941	150648	0.150648	79107	0.079107	85999	0.085999	2353849	2.353849
CP002686.1	1	4500000	5500000	1000000	316780	0.31678	3650	0.00365	147767	0.147767	79641	0.079641	85247	0.085247	2388730	2.38873
CP002686.1	1	4600000	5600000	1000000	281378	0.281378	3650	0.00365	146959	0.146959	72068	0.072068	74337	0.074337	2490010	2.49001
CP002686.1	1	4700000	5700000	1000000	261853	0.261853	2684	0.002684	146959	0.146959	61787	0.061787	70913	0.070913	2536141	2.536141
CP002686.1	1	4800000	5800000	1000000	210055	0.210055	964	0.000964	129791	0.129791	69149	0.069149	60462	0.060462	2629152	2.629152
CP002686.1	1	4900000	5900000	1000000	186757	0.186757	380	0.00038	125811	0.125811	81125	0.081125	53524	0.053524	2647605	2.647605
CP002686.1	1	5000000	6000000	1000000	161212	0.161212	380	0.00038	110158	0.110158	78592	0.078592	49217	0.049217	2719598	2.719598
CP002686.1	1	5100000	6100000	1000000	121878	0.121878	866	0.000866	75885	0.075885	68533	0.068533	41120	0.04112	2772359	2.772359
CP002686.1	1	5200000	6200000	1000000	91614	0.091614	866	0.000866	75183	0.075183	59207	0.059207	38109	0.038109	2808005	2.808005
CP002686.1	1	5300000	6300000	1000000	61503	0.061503	4793	0.004793	68137	0.068137	44528	0.044528	34419	0.034419	2868619	2.868619
CP002686.1	1	5400000	6400000	1000000	45866	0.045866	5128	0.005128	41627	0.041627	30828	0.030828	27091	0.027091	2912368	2.912368
CP002686.1	1	5500000	6500000	1000000	39186	0.039186	4748	0.004748	33647	0.033647	29772	0.029772	20055	0.020055	2897324	2.897324
CP002686.1	1	5600000	6600000	1000000	22385	0.022385	4748	0.004748	20835	0.020835	37656	0.037656	21994	0.021994	2885948	2.885948
CP002686.1	1	5700000	6700000	1000000	19183	0.019183	4748	0.004748	20835	0.020835	37171	0.037171	16418	0.016418	2922204	2.922204
CP002686.1	1	5800000	6800000	1000000	17883	0.017883	4748	0.004748	24481	0.024481	27931	0.027931	14684	0.014684	2914670	2.91467
CP002686.1	1	5900000	6900000	1000000	17883	0.017883	4748	0.004748	23950	0.02395	15883	0.015883	14297	0.014297	2985234	2.985234
CP002686.1	1	6000000	7000000	1000000	3315	0.003315	4748	0.004748	23095	0.023095	15883	0.015883	13640	0.01364	3043583	3.043583
CP002686.1	1	6100000	7100000	1000000	2264	0.002264	4262	0.004262	26946	0.026946	15883	0.015883	9302	0.009302	3064265	3.064265
CP002686.1	1	6200000	7200000	1000000	1770	0.00177	4262	0.004262	13889	0.013889	15883	0.015883	5016	0.005016	3116191	3.116191
CP002686.1	1	6300000	7300000	1000000	1770	0.00177	335	0.000335	14374	0.014374	8056	0.008056	3913	0.003913	3110559	3.110559
CP002686.1	1	6400000	7400000	1000000	2497	0.002497	0	0.0	14597	0.014597	8056	0.008056	5062	0.005062	3103502	3.103502
CP002686.1	1	6500000	7500000	1000000	2160	0.00216	0	0.0	14597	0.014597	8056	0.008056	4370	0.00437	3177053	3.177053
CP002686.1	1	6600000	7600000	1000000	2736	0.002736	353	0.000353	8475	0.008475	172	0.000172	3404	0.003404	3206077	3.206077
CP002686.1	1	6700000	7700000	1000000	2736	0.002736	353	0.000353	8475	0.008475	172	0.000172	2764	0.002764	3219610	3.21961
CP002686.1	1	6800000	7800000	1000000	2736	0.002736	353	0.000353	4829	0.004829	172	0.000172	2764	0.002764	3199106	3.199106
CP002686.1	1	6900000	7900000	1000000	2736	0.002736	353	0.000353	4829	0.004829	0	0.0	3004	0.003004	3185589	3.185589
CP002686.1	1	7000000	8000000	1000000	2736	0.002736	353	0.000353	4829	0.004829	0	0.0	2693	0.002693	3170612	3.170612
CP002686.1	1	7100000	8100000	1000000	2736	0.002736	353	0.000353	708	0.000708	0	0.0	2918	0.002918	3177899	3.177899
CP002686.1	1	7200000	8200000	1000000	2736	0.002736	353	0.000353	708	0.000708	0	0.0	2918	0.002918	3131838	3.131838
CP002686.1	1	7300000	8300000	1000000	2736	0.002736	353	0.000353	223	0.000223	0	0.0	2817	0.002817	3134719	3.134719
CP002686.1	1	7400000	8400000	1000000	2009	0.002009	353	0.000353	0	0.0	0	0.0	1668	0.001668	3146795	3.146795
CP002686.1	1	7500000	8500000	1000000	2009	0.002009	353	0.000353	0	0.0	0	0.0	1668	0.001668	3144797	3.144797
CP002686.1	1	7600000	8600000	1000000	1623	0.001623	353	0.000353	0	0.0	1112	0.001112	695	0.000695	3124576	3.124576
CP002686.1	1	7700000	8700000	1000000	1623	0.001623	353	0.000353	0	0.0	1112	0.001112	695	0.000695	3148319	3.148319
CP002686.1	1	7800000	8800000	1000000	1623	0.001623	499	0.000499	399	0.000399	1112	0.001112	695	0.000695	3151129	3.151129
CP002686.1	1	7900000	8900000	1000000	1623	0.001623	499	0.000499	399	0.000399	1112	0.001112	1295	0.001295	3152772	3.152772
CP002686.1	1	8000000	9000000	1000000	1623	0.001623	499	0.000499	1054	0.001054	1112	0.001112	1189	0.001189	3142187	3.142187
CP002686.1	1	8100000	9100000	1000000	1850	0.00185	499	0.000499	1054	0.001054	1112	0.001112	1104	0.001104	3133420	3.13342
CP002686.1	1	8200000	9200000	1000000	1850	0.00185	499	0.000499	3117	0.003117	8892	0.008892	1104	0.001104	3163744	3.163744
CP002686.1	1	8300000	9300000	1000000	3905	0.003905	499	0.000499	3117	0.003117	8892	0.008892	1104	0.001104	3168605	3.168605
CP002686.1	1	8400000	9400000	1000000	4195	0.004195	499	0.000499	3117	0.003117	8892	0.008892	2022	0.002022	3124466	3.124466
CP002686.1	1	8500000	9500000	1000000	4195	0.004195	499	0.000499	3117	0.003117	8892	0.008892	2022	0.002022	3098696	3.098696
CP002686.1	1	8600000	9600000	1000000	2815	0.002815	146	0.000146	3117	0.003117	7780	0.00778	6631	0.006631	3134083	3.134083
CP002686.1	1	8700000	9700000	1000000	2815	0.002815	146	0.000146	3117	0.003117	7780	0.00778	6631	0.006631	3118032	3.118032
CP002686.1	1	8800000	9800000	1000000	2815	0.002815	0	0.0	2718	0.002718	8095	0.008095	6936	0.006936	3138478	3.138478
CP002686.1	1	8900000	9900000	1000000	2815	0.002815	0	0.0	2718	0.002718	16032	0.016032	6598	0.006598	3106593	3.106593
CP002686.1	1	9000000	10000000	1000000	2815	0.002815	0	0.0	4035	0.004035	18377	0.018377	8448	0.008448	3038498	3.038498
CP002686.1	1	9100000	10100000	1000000	2588	0.002588	0	0.0	4136	0.004136	18377	0.018377	11243	0.011243	3009201	3.009201
CP002686.1	1	9200000	10200000	1000000	2588	0.002588	0	0.0	15257	0.015257	10771	0.010771	12050	0.01205	2918952	2.918952
CP002686.1	1	9300000	10300000	1000000	9401	0.009401	0	0.0	15257	0.015257	10771	0.010771	13826	0.013826	2885982	2.885982
CP002686.1	1	9400000	10400000	1000000	9111	0.009111	4672	0.004672	21292	0.021292	10771	0.010771	13278	0.013278	2925627	2.925627
CP002686.1	1	9500000	10500000	1000000	12322	0.012322	4672	0.004672	21292	0.021292	10771	0.010771	15499	0.015499	2906376	2.906376
CP002686.1	1	9600000	10600000	1000000	24934	0.024934	4672	0.004672	21806	0.021806	10771	0.010771	14987	0.014987	2742040	2.74204
CP002686.1	1	9700000	10700000	1000000	31137	0.031137	4672	0.004672	22566	0.022566	11750	0.01175	17555	0.017555	2644895	2.644895
CP002686.1	1	9800000	10800000	1000000	46862	0.046862	4998	0.004998	22566	0.022566	19693	0.019693	22624	0.022624	2592700	2.5927
CP002686.1	1	9900000	10900000	1000000	46862	0.046862	5352	0.005352	29976	0.029976	13573	0.013573	22640	0.02264	2582654	2.582654
CP002686.1	1	10000000	11000000	1000000	46862	0.046862	5352	0.005352	28004	0.028004	14012	0.014012	26230	0.02623	2573751	2.573751
CP002686.1	1	10100000	11100000	1000000	59554	0.059554	5492	0.005492	65454	0.065454	22329	0.022329	25839	0.025839	2487234	2.487234
CP002686.1	1	10200000	11200000	1000000	86558	0.086558	5492	0.005492	72137	0.072137	31108	0.031108	36671	0.036671	2457271	2.457271
CP002686.1	1	10300000	11300000	1000000	91716	0.091716	5492	0.005492	72598	0.072598	35068	0.035068	40435	0.040435	2420849	2.420849
CP002686.1	1	10400000	11400000	1000000	127678	0.127678	4362	0.004362	81367	0.081367	51011	0.051011	53538	0.053538	2304254	2.304254
CP002686.1	1	10500000	11500000	1000000	160506	0.160506	4362	0.004362	100367	0.100367	56314	0.056314	63112	0.063112	2254573	2.254573
CP002686.1	1	10600000	11600000	1000000	171593	0.171593	7483	0.007483	130617	0.130617	56314	0.056314	64956	0.064956	2287199	2.287199
CP002686.1	1	10700000	11700000	1000000	191385	0.191385	7735	0.007735	139787	0.139787	60911	0.060911	69088	0.069088	2236036	2.236036
CP002686.1	1	10800000	11800000	1000000	211914	0.211914	7409	0.007409	149628	0.149628	53808	0.053808	65286	0.065286	2186197	2.186197
